f_hz,l_em_h,l_fit_h,q_em,q_fit,re_zse_em,re_zse_fit,im_zse_em,im_zse_fit
2.645e+10,8.96277e-11,8.96447e-11,14.352,14.3503,1.03785,1.03817,14.8952,14.8981
2.65e+10,8.96291e-11,8.96458e-11,14.3671,14.3634,1.03873,1.0392,14.9236,14.9264
2.655e+10,8.96305e-11,8.96469e-11,14.3821,14.3764,1.03963,1.04023,14.952,14.9548
2.66e+10,8.9632e-11,8.96481e-11,14.3971,14.3894,1.04052,1.04126,14.9804,14.9831
2.665e+10,8.96335e-11,8.96492e-11,14.4121,14.4024,1.04141,1.04229,15.0089,15.0115
2.67e+10,8.96351e-11,8.96504e-11,14.4269,14.4153,1.0423,1.04332,15.0373,15.0398
2.675e+10,8.96366e-11,8.96516e-11,14.4418,14.4283,1.0432,1.04435,15.0657,15.0682
2.68e+10,8.96382e-11,8.96529e-11,14.4565,14.4412,1.0441,1.04538,15.0941,15.0966
2.685e+10,8.96398e-11,8.96542e-11,14.4713,14.4541,1.04501,1.04641,15.1226,15.125
2.69e+10,8.96414e-11,8.96554e-11,14.4859,14.467,1.04591,1.04744,15.151,15.1534
2.695e+10,8.96431e-11,8.96568e-11,14.5005,14.4798,1.04682,1.04847,15.1794,15.1817
2.7e+10,8.96448e-11,8.96581e-11,14.515,14.4927,1.04773,1.0495,15.2079,15.2101
2.705e+10,8.96465e-11,8.96595e-11,14.5295,14.5055,1.04865,1.05053,15.2363,15.2385
2.71e+10,8.96483e-11,8.96609e-11,14.5439,14.5183,1.04957,1.05156,15.2648,15.2669
2.715e+10,8.96501e-11,8.96623e-11,14.5583,14.5311,1.05049,1.05259,15.2933,15.2954
2.72e+10,8.96519e-11,8.96637e-11,14.5726,14.5439,1.05141,1.05362,15.3217,15.3238
2.725e+10,8.96537e-11,8.96652e-11,14.5867,14.5567,1.05234,1.05465,15.3502,15.3522
2.73e+10,8.96556e-11,8.96667e-11,14.6009,14.5694,1.05327,1.05568,15.3787,15.3806
2.735e+10,8.96574e-11,8.96682e-11,14.615,14.5821,1.05421,1.05671,15.4072,15.409
2.74e+10,8.96593e-11,8.96698e-11,14.629,14.5948,1.05514,1.05774,15.4357,15.4375
2.745e+10,8.96613e-11,8.96713e-11,14.643,14.6075,1.05608,1.05877,15.4642,15.4659
2.75e+10,8.96632e-11,8.96729e-11,14.6568,14.6202,1.05703,1.05979,15.4927,15.4944
2.755e+10,8.96652e-11,8.96746e-11,14.6706,14.6328,1.05798,1.06082,15.5212,15.5228
2.76e+10,8.96673e-11,8.96762e-11,14.6844,14.6454,1.05893,1.06185,15.5497,15.5513
2.765e+10,8.96693e-11,8.96779e-11,14.698,14.6581,1.05989,1.06288,15.5783,15.5797
2.77e+10,8.96714e-11,8.96796e-11,14.7116,14.6707,1.06085,1.06391,15.6068,15.6082
2.775e+10,8.96734e-11,8.96813e-11,14.7251,14.6832,1.06181,1.06493,15.6353,15.6367
2.78e+10,8.96756e-11,8.9683e-11,14.7386,14.6958,1.06278,1.06596,15.6639,15.6652
2.785e+10,8.96777e-11,8.96848e-11,14.7519,14.7083,1.06375,1.06699,15.6924,15.6936
2.79e+10,8.96799e-11,8.96866e-11,14.7652,14.7209,1.06473,1.06802,15.721,15.7221
2.795e+10,8.96821e-11,8.96884e-11,14.7784,14.7334,1.06571,1.06904,15.7495,15.7506
2.8e+10,8.96843e-11,8.96902e-11,14.7915,14.7459,1.0667,1.07007,15.7781,15.7791
2.805e+10,8.96865e-11,8.96921e-11,14.8046,14.7583,1.06769,1.0711,15.8067,15.8076
2.81e+10,8.96888e-11,8.9694e-11,14.8175,14.7708,1.06868,1.07213,15.8352,15.8361
2.815e+10,8.96911e-11,8.96959e-11,14.8304,14.7832,1.06968,1.07315,15.8638,15.8647
2.82e+10,8.96934e-11,8.96978e-11,14.8432,14.7956,1.07068,1.07418,15.8924,15.8932
2.825e+10,8.96958e-11,8.96998e-11,14.856,14.808,1.07169,1.07521,15.921,15.9217
2.83e+10,8.96982e-11,8.97017e-11,14.8686,14.8204,1.0727,1.07623,15.9496,15.9502
2.835e+10,8.97006e-11,8.97038e-11,14.8812,14.8328,1.07372,1.07726,15.9782,15.9788
2.84e+10,8.9703e-11,8.97058e-11,14.8937,14.8451,1.07474,1.07829,16.0068,16.0073
2.845e+10,8.97055e-11,8.97078e-11,14.9061,14.8575,1.07576,1.07931,16.0354,16.0359
2.85e+10,8.97079e-11,8.97099e-11,14.9185,14.8698,1.07679,1.08034,16.0641,16.0644
2.855e+10,8.97104e-11,8.9712e-11,14.9307,14.8821,1.07783,1.08137,16.0927,16.093
2.86e+10,8.9713e-11,8.97141e-11,14.9429,14.8944,1.07887,1.08239,16.1213,16.1215
2.865e+10,8.97155e-11,8.97163e-11,14.955,14.9066,1.07991,1.08342,16.15,16.1501
2.87e+10,8.97181e-11,8.97184e-11,14.967,14.9189,1.08096,1.08445,16.1786,16.1787
2.875e+10,8.97207e-11,8.97206e-11,14.9789,14.9311,1.08201,1.08547,16.2073,16.2073
2.88e+10,8.97234e-11,8.97229e-11,14.9908,14.9433,1.08306,1.0865,16.236,16.2359
2.885e+10,8.9726e-11,8.97251e-11,15.0025,14.9555,1.08413,1.08752,16.2646,16.2645
2.89e+10,8.97287e-11,8.97274e-11,15.0142,14.9677,1.08519,1.08855,16.2933,16.2931
2.895e+10,8.97315e-11,8.97297e-11,15.0258,14.9798,1.08626,1.08958,16.322,16.3217
2.9e+10,8.97342e-11,8.9732e-11,15.0374,14.992,1.08734,1.0906,16.3507,16.3503
2.905e+10,8.9737e-11,8.97343e-11,15.0488,15.0041,1.08842,1.09163,16.3794,16.3789
2.91e+10,8.97398e-11,8.97366e-11,15.0602,15.0162,1.0895,1.09265,16.4081,16.4075
2.915e+10,8.97426e-11,8.9739e-11,15.0715,15.0283,1.09059,1.09368,16.4368,16.4361
2.92e+10,8.97455e-11,8.97414e-11,15.0827,15.0404,1.09168,1.0947,16.4655,16.4648
2.925e+10,8.97484e-11,8.97439e-11,15.0939,15.0524,1.09278,1.09573,16.4942,16.4934
2.93e+10,8.97513e-11,8.97463e-11,15.105,15.0645,1.09387,1.09676,16.523,16.5221
2.935e+10,8.97543e-11,8.97488e-11,15.116,15.0765,1.09498,1.09778,16.5517,16.5507
2.94e+10,8.97572e-11,8.97513e-11,15.1269,15.0885,1.09609,1.09881,16.5805,16.5794
2.945e+10,8.97602e-11,8.97538e-11,15.1378,15.1005,1.0972,1.09983,16.6092,16.608
2.95e+10,8.97633e-11,8.97563e-11,15.1486,15.1125,1.09832,1.10086,16.638,16.6367
2.955e+10,8.97663e-11,8.97589e-11,15.1593,15.1245,1.09944,1.10188,16.6667,16.6654
2.96e+10,8.97694e-11,8.97615e-11,15.17,15.1364,1.10056,1.10291,16.6955,16.694
2.965e+10,8.97726e-11,8.97641e-11,15.1806,15.1483,1.10169,1.10393,16.7243,16.7227
2.97e+10,8.97757e-11,8.97667e-11,15.1911,15.1602,1.10282,1.10496,16.7531,16.7514
2.975e+10,8.97789e-11,8.97694e-11,15.2016,15.1721,1.10396,1.10598,16.7819,16.7801
2.98e+10,8.97821e-11,8.9772e-11,15.212,15.184,1.1051,1.10701,16.8107,16.8088
2.985e+10,8.97854e-11,8.97747e-11,15.2224,15.1959,1.10624,1.10803,16.8395,16.8375
2.99e+10,8.97887e-11,8.97775e-11,15.2327,15.2077,1.10738,1.10906,16.8684,16.8662
2.995e+10,8.9792e-11,8.97802e-11,15.2429,15.2195,1.10853,1.11008,16.8972,16.895
3e+10,8.97953e-11,8.9783e-11,15.2531,15.2314,1.10967,1.11111,16.926,16.9237
