f_hz,l_em_h,l_fit_h,q_em,q_fit,re_zse_em,re_zse_fit,im_zse_em,im_zse_fit
2.55e+10,-1.32733e-10,-5.69233e-10,-2.21683,-71.1341,9.59327,1.28213,-21.2666,-91.2032
2.555e+10,-1.2996e-10,-5.66752e-10,-2.16942,-71.3426,9.6169,1.27531,-20.8631,-90.9837
2.56e+10,-1.27199e-10,-5.64288e-10,-2.12221,-71.5511,9.64087,1.26854,-20.4599,-90.7654
2.565e+10,-1.24452e-10,-5.6184e-10,-2.0752,-71.7595,9.66517,1.26183,-20.0571,-90.5482
2.57e+10,-1.21717e-10,-5.59409e-10,-2.02838,-71.9679,9.6898,1.25517,-19.6546,-90.3321
2.575e+10,-1.18995e-10,-5.56994e-10,-1.98178,-72.1763,9.71475,1.24857,-19.2525,-90.1171
2.58e+10,-1.16286e-10,-5.54595e-10,-1.93538,-72.3846,9.74002,1.24202,-18.8507,-89.9032
2.585e+10,-1.13589e-10,-5.52212e-10,-1.8892,-72.5929,9.7656,1.23553,-18.4491,-89.6904
2.59e+10,-1.10904e-10,-5.49845e-10,-1.84322,-72.8012,9.79148,1.22908,-18.0479,-89.4787
2.595e+10,-1.08231e-10,-5.47493e-10,-1.79747,-73.0094,9.81767,1.22269,-17.647,-89.268
2.6e+10,-1.05571e-10,-5.45157e-10,-1.75193,-73.2175,9.84415,1.21635,-17.2463,-89.0584
2.605e+10,-1.02922e-10,-5.42837e-10,-1.70662,-73.4257,9.87092,1.21007,-16.8459,-88.8499
2.61e+10,-1.00284e-10,-5.40532e-10,-1.66153,-73.6338,9.89796,1.20383,-16.4458,-88.6424
2.615e+10,-9.76588e-11,-5.38242e-10,-1.61666,-73.8418,9.92529,1.19764,-16.0459,-88.4359
2.62e+10,-9.50445e-11,-5.35967e-10,-1.57202,-74.0499,9.95288,1.1915,-15.6462,-88.2305
2.625e+10,-9.24415e-11,-5.33706e-10,-1.52761,-74.2578,9.98073,1.18541,-15.2467,-88.0261
2.63e+10,-8.98495e-11,-5.31461e-10,-1.48343,-74.4658,10.0088,1.17937,-14.8474,-87.8227
2.635e+10,-8.72685e-11,-5.2923e-10,-1.43948,-74.6737,10.0372,1.17338,-14.4483,-87.6203
2.64e+10,-8.46983e-11,-5.27013e-10,-1.39576,-74.8816,10.0658,1.16743,-14.0494,-87.4189
2.645e+10,-8.21386e-11,-5.24811e-10,-1.35227,-75.0894,10.0946,1.16153,-13.6506,-87.2185
2.65e+10,-7.95894e-11,-5.22623e-10,-1.30901,-75.2972,10.1237,1.15568,-13.252,-87.0191
2.655e+10,-7.70505e-11,-5.2045e-10,-1.26598,-75.505,10.153,1.14987,-12.8535,-86.8207
2.66e+10,-7.45218e-11,-5.1829e-10,-1.22318,-75.7127,10.1825,1.1441,-12.455,-86.6232
2.665e+10,-7.2003e-11,-5.16144e-10,-1.18062,-75.9204,10.2122,1.13839,-12.0567,-86.4267
2.67e+10,-6.94939e-11,-5.14011e-10,-1.13828,-76.128,10.2421,1.13271,-11.6584,-86.2311
2.675e+10,-6.69945e-11,-5.11893e-10,-1.09617,-76.3356,10.2722,1.12708,-11.2601,-86.0365
2.68e+10,-6.45045e-11,-5.09787e-10,-1.05429,-76.5432,10.3025,1.12149,-10.8619,-85.8428
2.685e+10,-6.20237e-11,-5.07695e-10,-1.01264,-76.7507,10.3331,1.11595,-10.4636,-85.65
2.69e+10,-5.95521e-11,-5.05617e-10,-0.971207,-76.9582,10.3638,1.11045,-10.0654,-85.4582
2.695e+10,-5.70893e-11,-5.03551e-10,-0.930001,-77.1657,10.3947,1.10499,-9.66704,-85.2673
2.7e+10,-5.46353e-11,-5.01499e-10,-0.889018,-77.3731,10.4257,1.09957,-9.26866,-85.0773
2.705e+10,-5.21898e-11,-4.99459e-10,-0.848254,-77.5805,10.457,1.0942,-8.87018,-84.8882
2.71e+10,-4.97526e-11,-4.97432e-10,-0.807708,-77.7878,10.4884,1.08886,-8.4716,-84.7
2.715e+10,-4.73237e-11,-4.95418e-10,-0.767379,-77.9951,10.5201,1.08356,-8.07287,-84.5126
2.72e+10,-4.49027e-11,-4.93417e-10,-0.727263,-78.2024,10.5519,1.07831,-7.67398,-84.3262
2.725e+10,-4.24895e-11,-4.91428e-10,-0.687358,-78.4096,10.5839,1.07309,-7.27491,-84.1407
2.73e+10,-4.00839e-11,-4.89451e-10,-0.647663,-78.6168,10.6161,1.06791,-6.87563,-83.956
2.735e+10,-3.76858e-11,-4.87486e-10,-0.608176,-78.8239,10.6484,1.06278,-6.47611,-83.7721
2.74e+10,-3.52949e-11,-4.85534e-10,-0.568893,-79.0311,10.681,1.05768,-6.07634,-83.5892
2.745e+10,-3.2911e-11,-4.83594e-10,-0.529812,-79.2381,10.7138,1.05261,-5.67628,-83.4071
2.75e+10,-3.05341e-11,-4.81665e-10,-0.490933,-79.4452,10.7467,1.04759,-5.27591,-83.2258
2.755e+10,-2.81638e-11,-4.79749e-10,-0.452251,-79.6522,10.7799,1.0426,-4.87521,-83.0454
2.76e+10,-2.58002e-11,-4.77844e-10,-0.413765,-79.8592,10.8133,1.03765,-4.47416,-82.8658
2.765e+10,-2.34428e-11,-4.75951e-10,-0.375473,-80.0661,10.8469,1.03273,-4.07272,-82.687
2.77e+10,-2.10916e-11,-4.7407e-10,-0.337373,-80.273,10.8807,1.02786,-3.67087,-82.5091
2.775e+10,-1.87464e-11,-4.72199e-10,-0.299464,-80.4799,10.9148,1.02301,-3.26859,-82.3319
2.78e+10,-1.64071e-11,-4.70341e-10,-0.261743,-80.6867,10.9492,1.01821,-2.86586,-82.1556
2.785e+10,-1.40734e-11,-4.68493e-10,-0.224208,-80.8935,10.9838,1.01343,-2.46265,-81.9801
2.79e+10,-1.17452e-11,-4.66657e-10,-0.18686,-81.1002,11.0186,1.0087,-2.05894,-81.8054
2.795e+10,-9.42239e-12,-4.64832e-10,-0.149696,-81.3069,11.0538,1.00399,-1.65471,-81.6314
2.8e+10,-7.10476e-12,-4.63018e-10,-0.112716,-81.5136,11.0893,0.999322,-1.24994,-81.4583
2.805e+10,-4.79217e-12,-4.61214e-10,-0.0759176,-81.7202,11.1251,0.994686,-0.844588,-81.2859
2.81e+10,-2.48451e-12,-4.59422e-10,-0.0393021,-81.9268,11.1612,0.990083,-0.438658,-81.1143
2.815e+10,-1.81573e-13,-4.5764e-10,-0.00286802,-82.1334,11.1977,0.985513,-0.0321151,-80.9435
2.82e+10,2.11671e-12,-4.55869e-10,0.0333839,-82.3399,11.2345,0.980976,0.375051,-80.7735
2.825e+10,4.41052e-12,-4.54108e-10,0.0694543,-82.5464,11.2717,0.976471,0.782867,-80.6042
2.83e+10,6.69997e-12,-4.52358e-10,0.105342,-82.7529,11.3093,0.971998,1.19135,-80.4356
2.835e+10,8.98515e-12,-4.50618e-10,0.141047,-82.9593,11.3473,0.967557,1.60051,-80.2679
2.84e+10,1.12662e-11,-4.48889e-10,0.176568,-83.1657,11.3858,0.963148,2.01037,-80.1008
2.845e+10,1.35432e-11,-4.47169e-10,0.211904,-83.372,11.4247,0.958769,2.42094,-79.9345
2.85e+10,1.58163e-11,-4.4546e-10,0.247053,-83.5783,11.4641,0.954421,2.83224,-79.7689
2.855e+10,1.80856e-11,-4.43761e-10,0.282014,-83.7846,11.504,0.950104,3.24428,-79.6041
2.86e+10,2.03511e-11,-4.42072e-10,0.316784,-83.9908,11.5444,0.945817,3.65708,-79.44
2.865e+10,2.2613e-11,-4.40393e-10,0.351362,-84.197,11.5853,0.94156,4.07063,-79.2765
2.87e+10,2.48713e-11,-4.38723e-10,0.385744,-84.4032,11.6268,0.937333,4.48497,-79.1139
2.875e+10,2.7126e-11,-4.37064e-10,0.419928,-84.6093,11.6689,0.933135,4.90008,-78.9519
2.88e+10,2.93773e-11,-4.35414e-10,0.453911,-84.8154,11.7115,0.928966,5.31599,-78.7906
2.885e+10,3.16252e-11,-4.33773e-10,0.48769,-85.0215,11.7548,0.924826,5.73269,-78.63
2.89e+10,3.38697e-11,-4.32142e-10,0.521262,-85.2275,11.7987,0.920714,6.1502,-78.4701
2.895e+10,3.61109e-11,-4.30521e-10,0.554622,-85.4335,11.8432,0.916631,6.56852,-78.3109
2.9e+10,3.83489e-11,-4.28908e-10,0.587767,-85.6394,11.8885,0.912575,6.98765,-78.1524
2.905e+10,4.05836e-11,-4.27305e-10,0.620694,-85.8453,11.9344,0.908548,7.40759,-77.9946
2.91e+10,4.28151e-11,-4.25712e-10,0.653397,-86.0512,11.981,0.904548,7.82835,-77.8374
2.915e+10,4.50434e-11,-4.24127e-10,0.685874,-86.257,12.0283,0.900575,8.24992,-77.6809
2.92e+10,4.72686e-11,-4.22552e-10,0.71812,-86.4628,12.0764,0.896629,8.67232,-77.5251
2.925e+10,4.94905e-11,-4.20985e-10,0.75013,-86.6686,12.1253,0.89271,9.09553,-77.37
2.93e+10,5.17093e-11,-4.19427e-10,0.7819,-86.8743,12.1749,0.888818,9.51954,-77.2155
2.935e+10,5.39249e-11,-4.17879e-10,0.813427,-87.08,12.2253,0.884952,9.94437,-77.0616
2.94e+10,5.61373e-11,-4.16339e-10,0.844706,-87.2857,12.2765,0.881111,10.37,-76.9084
2.945e+10,5.83465e-11,-4.14807e-10,0.875732,-87.4913,12.3285,0.877297,10.7964,-76.7559
2.95e+10,6.05526e-11,-4.13285e-10,0.906503,-87.6969,12.3813,0.873508,11.2237,-76.6039
2.955e+10,6.27554e-11,-4.11771e-10,0.937012,-87.9025,12.4349,0.869744,11.6517,-76.4527
2.96e+10,6.4955e-11,-4.10265e-10,0.967259,-88.108,12.4894,0.866006,12.0805,-76.302
2.965e+10,6.71513e-11,-4.08768e-10,0.997237,-88.3135,12.5447,0.862292,12.51,-76.152
2.97e+10,6.93443e-11,-4.07279e-10,1.02695,-88.5189,12.6009,0.858603,12.9404,-76.0026
2.975e+10,7.15341e-11,-4.05799e-10,1.05638,-88.7243,12.6579,0.854938,13.3715,-75.8539
2.98e+10,7.37205e-11,-4.04327e-10,1.08554,-88.9297,12.7157,0.851298,13.8033,-75.7057
2.985e+10,7.59036e-11,-4.02863e-10,1.11441,-89.1351,12.7744,0.847682,14.236,-75.5582
2.99e+10,7.80833e-11,-4.01407e-10,1.14301,-89.3404,12.8339,0.844089,14.6693,-75.4112
2.995e+10,8.02597e-11,-3.99959e-10,1.17132,-89.5457,12.8943,0.84052,15.1034,-75.2649
3e+10,8.24326e-11,-3.9852e-10,1.19935,-89.7509,12.9555,0.836974,15.5382,-75.1192
