f_hz,l_em_h,l_fit_h,q_em,q_fit,re_zse_em,re_zse_fit,im_zse_em,im_zse_fit
2.57e+10,-3.3763e-10,-6.54648e-10,-7.94641,-56.2557,6.86093,1.87912,-54.5198,-105.711
2.575e+10,-3.34714e-10,-6.51707e-10,-7.89212,-56.4253,6.86178,1.86868,-54.154,-105.441
2.58e+10,-3.31816e-10,-6.48785e-10,-7.83782,-56.5949,6.8628,1.85833,-53.7894,-105.172
2.585e+10,-3.28936e-10,-6.45885e-10,-7.78353,-56.7644,6.86397,1.84807,-53.426,-104.905
2.59e+10,-3.26075e-10,-6.43005e-10,-7.72927,-56.9339,6.86529,1.8379,-53.0637,-104.639
2.595e+10,-3.23232e-10,-6.40144e-10,-7.67503,-57.1033,6.86676,1.82782,-52.7026,-104.375
2.6e+10,-3.20407e-10,-6.37304e-10,-7.62084,-57.2728,6.86836,1.81782,-52.3426,-104.112
2.605e+10,-3.176e-10,-6.34483e-10,-7.56669,-57.4421,6.87008,1.80791,-51.9838,-103.85
2.61e+10,-3.1481e-10,-6.31682e-10,-7.51259,-57.6114,6.87193,1.79809,-51.6261,-103.59
2.615e+10,-3.12038e-10,-6.289e-10,-7.45856,-57.7807,6.87391,1.78834,-51.2694,-103.332
2.62e+10,-3.09282e-10,-6.26138e-10,-7.4046,-57.9499,6.87599,1.77868,-50.9139,-103.074
2.625e+10,-3.06544e-10,-6.23394e-10,-7.35071,-58.1191,6.87817,1.7691,-50.5594,-102.819
2.63e+10,-3.03823e-10,-6.20669e-10,-7.2969,-58.2882,6.88046,1.7596,-50.206,-102.564
2.635e+10,-3.01118e-10,-6.17963e-10,-7.24318,-58.4573,6.88284,1.75019,-49.8537,-102.311
2.64e+10,-2.9843e-10,-6.15275e-10,-7.18956,-58.6263,6.88531,1.74085,-49.5023,-102.059
2.645e+10,-2.95757e-10,-6.12605e-10,-7.13603,-58.7953,6.88786,1.73158,-49.152,-101.809
2.65e+10,-2.93101e-10,-6.09953e-10,-7.08261,-58.9643,6.89049,1.7224,-48.8027,-101.56
2.655e+10,-2.90461e-10,-6.0732e-10,-7.02929,-59.1332,6.8932,1.71329,-48.4543,-101.312
2.66e+10,-2.87837e-10,-6.04704e-10,-6.97608,-59.302,6.89598,1.70425,-48.1069,-101.066
2.665e+10,-2.85227e-10,-6.02105e-10,-6.92299,-59.4709,6.89882,1.6953,-47.7605,-100.821
2.67e+10,-2.82634e-10,-5.99524e-10,-6.87001,-59.6396,6.90173,1.68641,-47.4149,-100.577
2.675e+10,-2.80055e-10,-5.96961e-10,-6.81715,-59.8084,6.90469,1.6776,-47.0703,-100.334
2.68e+10,-2.77491e-10,-5.94414e-10,-6.76441,-59.977,6.90771,1.66885,-46.7266,-100.093
2.685e+10,-2.74942e-10,-5.91884e-10,-6.71179,-60.1457,6.91079,1.66018,-46.3838,-99.8529
2.69e+10,-2.72408e-10,-5.89371e-10,-6.65929,-60.3143,6.91392,1.65159,-46.0418,-99.6142
2.695e+10,-2.69888e-10,-5.86875e-10,-6.60691,-60.4828,6.9171,1.64305,-45.7006,-99.3766
2.7e+10,-2.67382e-10,-5.84395e-10,-6.55465,-60.6513,6.92033,1.63459,-45.3603,-99.1403
2.705e+10,-2.6489e-10,-5.81932e-10,-6.5025,-60.8198,6.92361,1.6262,-45.0208,-98.9052
2.71e+10,-2.62412e-10,-5.79484e-10,-6.45048,-60.9882,6.92694,1.61787,-44.6821,-98.6713
2.715e+10,-2.59948e-10,-5.77053e-10,-6.39857,-61.1566,6.93032,1.60962,-44.3442,-98.4386
2.72e+10,-2.57497e-10,-5.74637e-10,-6.34677,-61.3249,6.93376,1.60142,-44.007,-98.2071
2.725e+10,-2.5506e-10,-5.72238e-10,-6.29509,-61.4932,6.93724,1.59329,-43.6705,-97.9767
2.73e+10,-2.52636e-10,-5.69854e-10,-6.24351,-61.6615,6.94078,1.58523,-43.3348,-97.7475
2.735e+10,-2.50224e-10,-5.67485e-10,-6.19203,-61.8297,6.94438,1.57723,-42.9998,-97.5195
2.74e+10,-2.47826e-10,-5.65132e-10,-6.14065,-61.9978,6.94804,1.56929,-42.6655,-97.2927
2.745e+10,-2.4544e-10,-5.62794e-10,-6.08937,-62.1659,6.95176,1.56142,-42.3319,-97.0669
2.75e+10,-2.43066e-10,-5.60471e-10,-6.03818,-62.334,6.95555,1.5536,-41.9989,-96.8424
2.755e+10,-2.40705e-10,-5.58162e-10,-5.98708,-62.502,6.9594,1.54585,-41.6665,-96.6189
2.76e+10,-2.38356e-10,-5.55869e-10,-5.93606,-62.67,6.96334,1.53816,-41.3348,-96.3965
2.765e+10,-2.3602e-10,-5.5359e-10,-5.88512,-62.838,6.96735,1.53053,-41.0037,-96.1753
2.77e+10,-2.33695e-10,-5.51326e-10,-5.83424,-63.0059,6.97146,1.52296,-40.6732,-95.9551
2.775e+10,-2.31381e-10,-5.49076e-10,-5.78344,-63.1737,6.97566,1.51544,-40.3433,-95.7361
2.78e+10,-2.2908e-10,-5.46841e-10,-5.73269,-63.3415,6.97996,1.50798,-40.014,-95.5181
2.785e+10,-2.2679e-10,-5.4462e-10,-5.682,-63.5093,6.98436,1.50059,-39.6852,-95.3012
2.79e+10,-2.24511e-10,-5.42412e-10,-5.63136,-63.6771,6.98888,1.49324,-39.3569,-95.0853
2.795e+10,-2.22243e-10,-5.40219e-10,-5.58078,-63.8447,6.99352,1.48596,-39.0292,-94.8705
2.8e+10,-2.19987e-10,-5.38039e-10,-5.53023,-64.0124,6.99828,1.47873,-38.7021,-94.6568
2.805e+10,-2.17741e-10,-5.35873e-10,-5.47972,-64.18,7.00318,1.47155,-38.3754,-94.4441
2.81e+10,-2.15506e-10,-5.33721e-10,-5.42924,-64.3476,7.00822,1.46443,-38.0493,-94.2324
2.815e+10,-2.13282e-10,-5.31582e-10,-5.37878,-64.5151,7.01341,1.45736,-37.7236,-94.0218
2.82e+10,-2.11069e-10,-5.29456e-10,-5.32835,-64.6826,7.01876,1.45035,-37.3984,-93.8121
2.825e+10,-2.08866e-10,-5.27344e-10,-5.27794,-64.85,7.02428,1.44338,-37.0737,-93.6035
2.83e+10,-2.06674e-10,-5.25244e-10,-5.22755,-65.0174,7.02997,1.43647,-36.7495,-93.3959
2.835e+10,-2.04492e-10,-5.23158e-10,-5.17717,-65.1848,7.03585,1.42962,-36.4258,-93.1892
2.84e+10,-2.0232e-10,-5.21084e-10,-5.1268,-65.3521,7.04192,1.42281,-36.1025,-92.9836
2.845e+10,-2.00158e-10,-5.19023e-10,-5.07643,-65.5193,7.04819,1.41605,-35.7796,-92.7789
2.85e+10,-1.98007e-10,-5.16975e-10,-5.02608,-65.6866,7.05465,1.40935,-35.4572,-92.5752
2.855e+10,-1.95865e-10,-5.1494e-10,-4.97572,-65.8538,7.06134,1.40269,-35.1353,-92.3724
2.86e+10,-1.93734e-10,-5.12917e-10,-4.92538,-66.0209,7.06825,1.39608,-34.8138,-92.1706
2.865e+10,-1.91612e-10,-5.10906e-10,-4.87503,-66.188,7.07538,1.38952,-34.4927,-91.9698
2.87e+10,-1.895e-10,-5.08907e-10,-4.82469,-66.3551,7.08275,1.38301,-34.1721,-91.7699
2.875e+10,-1.87398e-10,-5.06921e-10,-4.77435,-66.5221,7.09036,1.37655,-33.8519,-91.571
2.88e+10,-1.85306e-10,-5.04946e-10,-4.72401,-66.6891,7.09823,1.37013,-33.5321,-91.3729
2.885e+10,-1.83223e-10,-5.02984e-10,-4.67369,-66.8561,7.10633,1.36376,-33.2128,-91.1758
2.89e+10,-1.81149e-10,-5.01033e-10,-4.62336,-67.023,7.1147,1.35744,-32.8938,-90.9796
2.895e+10,-1.79086e-10,-4.99094e-10,-4.57305,-67.1898,7.12333,1.35116,-32.5754,-90.7843
2.9e+10,-1.77031e-10,-4.97167e-10,-4.52275,-67.3567,7.13223,1.34493,-32.2573,-90.5899
2.905e+10,-1.74987e-10,-4.95251e-10,-4.47247,-67.5235,7.14139,1.33874,-31.9397,-90.3964
2.91e+10,-1.72951e-10,-4.93347e-10,-4.42221,-67.6902,7.15083,1.3326,-31.6225,-90.2038
2.915e+10,-1.70925e-10,-4.91454e-10,-4.37198,-67.8569,7.16054,1.3265,-31.3058,-90.0121
2.92e+10,-1.68908e-10,-4.89572e-10,-4.32178,-68.0236,7.17053,1.32044,-30.9895,-89.8213
2.925e+10,-1.66901e-10,-4.87701e-10,-4.27161,-68.1902,7.1808,1.31443,-30.6736,-89.6313
2.93e+10,-1.64903e-10,-4.85842e-10,-4.22149,-68.3568,7.19134,1.30846,-30.3582,-89.4422
2.935e+10,-1.62914e-10,-4.83993e-10,-4.17141,-68.5234,7.20216,1.30253,-30.0432,-89.2539
2.94e+10,-1.60934e-10,-4.82156e-10,-4.12139,-68.6899,7.21325,1.29665,-29.7286,-89.0665
2.945e+10,-1.58963e-10,-4.80329e-10,-4.07143,-68.8563,7.22462,1.2908,-29.4145,-88.88
2.95e+10,-1.57002e-10,-4.78513e-10,-4.02154,-69.0228,7.23625,1.285,-29.1009,-88.6942
2.955e+10,-1.55049e-10,-4.76707e-10,-3.97173,-69.1892,7.24816,1.27924,-28.7877,-88.5093
2.96e+10,-1.53106e-10,-4.74912e-10,-3.922,-69.3555,7.26032,1.27351,-28.475,-88.3253
2.965e+10,-1.51172e-10,-4.73128e-10,-3.87237,-69.5218,7.27274,1.26783,-28.1627,-88.142
2.97e+10,-1.49246e-10,-4.71354e-10,-3.82284,-69.6881,7.28541,1.26219,-27.8509,-87.9596
2.975e+10,-1.4733e-10,-4.6959e-10,-3.77341,-69.8543,7.29833,1.25659,-27.5396,-87.778
2.98e+10,-1.45422e-10,-4.67836e-10,-3.7241,-70.0205,7.31149,1.25102,-27.2287,-87.5972
2.985e+10,-1.43524e-10,-4.66093e-10,-3.67492,-70.1867,7.32487,1.24549,-26.9183,-87.4172
2.99e+10,-1.41634e-10,-4.6436e-10,-3.62587,-70.3528,7.33847,1.24001,-26.6084,-87.238
2.995e+10,-1.39753e-10,-4.62636e-10,-3.57697,-70.5189,7.35229,1.23456,-26.2989,-87.0595
3e+10,-1.37881e-10,-4.60923e-10,-3.52821,-70.685,7.36631,1.22914,-25.9899,-86.8819
