f_hz,l_em_h,l_fit_h,q_em,q_fit,re_zse_em,re_zse_fit,im_zse_em,im_zse_fit
1050000000,4.28101e-09,4.2719e-09,5.95019,5.9244,4.74662,4.75714,28.2433,28.1832
1100000000,4.28594e-09,4.27614e-09,6.19196,6.15507,4.78399,4.80166,29.6223,29.5546
1150000000,4.29109e-09,4.2806e-09,6.42822,6.3799,4.82342,4.84807,31.006,30.9302
1200000000,4.29647e-09,4.28529e-09,6.65878,6.59885,4.86495,4.89636,32.3946,32.3104
1250000000,4.30208e-09,4.29021e-09,6.88349,6.81191,4.90862,4.94652,33.7884,33.6953
1300000000,4.30791e-09,4.29537e-09,7.10222,7.01909,4.95446,4.99853,35.1876,35.0852
1350000000,4.31398e-09,4.30076e-09,7.31483,7.22042,5.0025,5.05238,36.5925,36.4803
1400000000,4.32027e-09,4.30639e-09,7.52122,7.41591,5.05278,5.10807,38.0031,37.881
1450000000,4.3268e-09,4.31227e-09,7.72128,7.60561,5.10534,5.16558,39.4198,39.2874
1500000000,4.33355e-09,4.31839e-09,7.91494,7.78958,5.16021,5.22491,40.8428,40.6999
1550000000,4.34054e-09,4.32477e-09,8.10215,7.96787,5.21741,5.28606,42.2722,42.1187
1600000000,4.34776e-09,4.3314e-09,8.28286,8.14056,5.27698,5.34902,43.7085,43.544
1650000000,4.35522e-09,4.3383e-09,8.45703,8.30771,5.33895,5.4138,45.1516,44.9763
1700000000,4.36291e-09,4.34546e-09,8.62466,8.4694,5.40335,5.48039,46.602,46.4157
1750000000,4.37084e-09,4.35289e-09,8.78576,8.62572,5.4702,5.54881,48.0599,47.8625
1800000000,4.37901e-09,4.36059e-09,8.94035,8.77676,5.53955,5.61906,49.5255,49.3171
1850000000,4.38743e-09,4.36857e-09,9.08846,8.9226,5.6114,5.69115,50.999,50.7798
1900000000,4.39609e-09,4.37684e-09,9.23016,9.06333,5.68578,5.76509,52.4807,52.2509
1950000000,4.40499e-09,4.38539e-09,9.36551,9.19904,5.76273,5.8409,53.9709,53.7307
2000000000,4.41415e-09,4.39422e-09,9.49459,9.32983,5.84226,5.91859,55.4699,55.2195
2050000000,4.42356e-09,4.40336e-09,9.61749,9.45578,5.9244,5.99819,56.9778,56.7176
2100000000,4.43323e-09,4.4128e-09,9.73432,9.577,6.00917,6.07972,58.4951,58.2255
2150000000,4.44316e-09,4.42254e-09,9.8452,9.69356,6.09658,6.1632,60.022,59.7434
2200000000,4.45336e-09,4.43259e-09,9.95024,9.80556,6.18667,6.24866,61.5588,61.2717
2250000000,4.46382e-09,4.44295e-09,10.0496,9.91309,6.27945,6.33614,63.1058,62.8107
2300000000,4.47456e-09,4.45363e-09,10.1434,10.0162,6.37494,6.42566,64.6633,64.3609
2350000000,4.48558e-09,4.46464e-09,10.2317,10.1151,6.47317,6.51727,66.2317,65.9226
2400000000,4.49688e-09,4.47598e-09,10.3148,10.2097,6.57416,6.611,67.8113,67.4962
2450000000,4.50846e-09,4.48766e-09,10.3928,10.3002,6.67792,6.7069,69.4024,69.0821
2500000000,4.52034e-09,4.49967e-09,10.4658,10.3866,6.78449,6.805,71.0054,70.6806
2550000000,4.53252e-09,4.51203e-09,10.5341,10.469,6.89388,6.90537,72.6206,72.2923
2600000000,4.54501e-09,4.52474e-09,10.5977,10.5475,7.00612,7.00806,74.2485,73.9175
2650000000,4.5578e-09,4.53781e-09,10.6568,10.6222,7.12123,7.11311,75.8894,75.5566
2700000000,4.57091e-09,4.55125e-09,10.7116,10.6931,7.23925,7.22058,77.5437,77.2101
2750000000,4.58435e-09,4.56505e-09,10.7622,10.7602,7.36021,7.33055,79.2119,78.8785
2800000000,4.59812e-09,4.57924e-09,10.8088,10.8238,7.48414,7.44307,80.8944,80.5621
2850000000,4.61223e-09,4.5938e-09,10.8515,10.8837,7.61106,7.55821,82.5916,82.2616
2900000000,4.62668e-09,4.60876e-09,10.8905,10.9402,7.74104,7.67605,84.3039,83.9772
2950000000,4.64149e-09,4.62411e-09,10.926,10.9931,7.87409,7.79665,86.0319,85.7097
3000000000,4.65667e-09,4.63986e-09,10.9579,11.0427,8.01027,7.92011,87.7761,87.4594
3050000000,4.67221e-09,4.65603e-09,10.9866,11.0889,8.14964,8.04651,89.5369,89.2269
3100000000,4.68813e-09,4.67262e-09,11.0121,11.1318,8.29223,8.17592,91.3148,91.0127
3150000000,4.70444e-09,4.68963e-09,11.0345,11.1714,8.43812,8.30845,93.1105,92.8173
3200000000,4.72115e-09,4.70708e-09,11.054,11.2079,8.58737,8.44419,94.9244,94.6415
3250000000,4.73827e-09,4.72497e-09,11.0706,11.2412,8.74003,8.58324,96.7572,96.4856
3300000000,4.75581e-09,4.74332e-09,11.0844,11.2713,8.89619,8.72571,98.6094,98.3503
3350000000,4.77377e-09,4.76212e-09,11.0957,11.2984,9.05594,8.87171,100.482,100.236
3400000000,4.79218e-09,4.7814e-09,11.1043,11.3225,9.21934,9.02135,102.374,102.144
3450000000,4.81103e-09,4.80115e-09,11.1105,11.3436,9.38651,9.17475,104.289,104.074
3500000000,4.83035e-09,4.8214e-09,11.1142,11.3617,9.55755,9.33204,106.225,106.028
3550000000,4.85014e-09,4.84214e-09,11.1157,11.377,9.73254,9.49335,108.184,108.005
3600000000,4.87041e-09,4.86339e-09,11.1148,11.3893,9.91163,9.65882,110.166,110.007
3650000000,4.89118e-09,4.88517e-09,11.1118,11.3989,10.0949,9.82859,112.172,112.035
3700000000,4.91246e-09,4.90748e-09,11.1065,11.4056,10.2826,10.0028,114.204,114.088
3750000000,4.93427e-09,4.93033e-09,11.0992,11.4096,10.4747,10.1817,116.261,116.168
3800000000,4.95661e-09,4.95374e-09,11.0898,11.4108,10.6715,10.3653,118.344,118.276
3850000000,4.9795e-09,4.97772e-09,11.0783,11.4094,10.8731,10.5538,120.455,120.412
3900000000,5.00296e-09,5.00228e-09,11.0649,11.4053,11.0796,10.7475,122.595,122.578
3950000000,5.027e-09,5.02744e-09,11.0494,11.3985,11.2914,10.9465,124.763,124.774
4000000000,5.05163e-09,5.05321e-09,11.032,11.3892,11.5085,11.151,126.961,127.001
4050000000,5.07688e-09,5.0796e-09,11.0127,11.3773,11.7311,11.3612,129.191,129.26
4100000000,5.10275e-09,5.10663e-09,10.9914,11.3629,11.9596,11.5774,131.452,131.552
4150000000,5.12927e-09,5.13431e-09,10.9682,11.3459,12.1941,11.7997,133.747,133.878
4200000000,5.15645e-09,5.16267e-09,10.9431,11.3265,12.4348,12.0284,136.076,136.24
4250000000,5.18431e-09,5.19172e-09,10.9161,11.3047,12.6822,12.2637,138.44,138.637
4300000000,5.21288e-09,5.22147e-09,10.8872,11.2804,12.9363,12.506,140.84,141.072
4350000000,5.24216e-09,5.25195e-09,10.8564,11.2537,13.1976,12.7554,143.278,143.545
4400000000,5.27217e-09,5.28317e-09,10.8236,11.2247,13.4663,13.0122,145.755,146.059
4450000000,5.30295e-09,5.31515e-09,10.789,11.1933,13.7428,13.2769,148.271,148.613
4500000000,5.33451e-09,5.34792e-09,10.7524,11.1597,14.0275,13.5496,150.83,151.209
4550000000,5.36687e-09,5.38149e-09,10.714,11.1237,14.3206,13.8307,153.431,153.849
4600000000,5.40005e-09,5.41589e-09,10.6736,11.0855,14.6226,14.1206,156.076,156.534
4650000000,5.43409e-09,5.45115e-09,10.6313,11.0451,14.9339,14.4195,158.767,159.265
4700000000,5.469e-09,5.48727e-09,10.587,11.0025,15.255,14.728,161.505,162.044
4750000000,5.50482e-09,5.5243e-09,10.5409,10.9576,15.5862,15.0464,164.292,164.873
4800000000,5.54155e-09,5.56225e-09,10.4927,10.9107,15.9282,15.3752,167.129,167.754
4850000000,5.57925e-09,5.60116e-09,10.4426,10.8616,16.2813,15.7147,170.019,170.687
4900000000,5.61793e-09,5.64105e-09,10.3905,10.8104,16.6462,16.0654,172.963,173.675
4950000000,5.65762e-09,5.68196e-09,10.3364,10.7572,17.0235,16.428,175.962,176.719
5000000000,5.69836e-09,5.7239e-09,10.2804,10.7019,17.4137,16.8028,179.019,179.822
5050000000,5.74019e-09,5.76693e-09,10.2223,10.6446,17.8175,17.1904,182.137,182.985
5100000000,5.78312e-09,5.81106e-09,10.1623,10.5853,18.2355,17.5915,185.316,186.211
5150000000,5.8272e-09,5.85634e-09,10.1003,10.524,18.6686,18.0066,188.559,189.502
5200000000,5.87247e-09,5.90281e-09,10.0363,10.4608,19.1174,18.4365,191.869,192.86
5250000000,5.91897e-09,5.95049e-09,9.97036,10.3956,19.5828,18.8817,195.248,196.287
5300000000,5.96674e-09,5.99944e-09,9.90241,10.3286,20.0656,19.3431,198.698,199.787
5350000000,6.01581e-09,6.0497e-09,9.83246,10.2596,20.5668,19.8215,202.222,203.361
5400000000,6.06624e-09,6.1013e-09,9.76056,10.1888,21.0872,20.3175,205.823,207.012
5450000000,6.11808e-09,6.1543e-09,9.68669,10.1162,21.628,20.8323,209.503,210.744
5500000000,6.17136e-09,6.20875e-09,9.61089,10.0418,22.1901,21.3666,213.267,214.559
5550000000,6.22615e-09,6.2647e-09,9.53313,9.96562,22.7749,21.9214,217.116,218.461
5600000000,6.28249e-09,6.3222e-09,9.45347,9.88767,23.3834,22.4979,221.055,222.452
5650000000,6.34045e-09,6.38131e-09,9.37188,9.80798,24.0172,23.0972,225.086,226.536
5700000000,6.40009e-09,6.44209e-09,9.28842,9.72658,24.6774,23.7203,229.214,230.718
5750000000,6.46146e-09,6.5046e-09,9.20309,9.6435,25.3656,24.3688,233.442,235
5800000000,6.52464e-09,6.56891e-09,9.11591,9.55874,26.0834,25.0438,237.774,239.387
5850000000,6.58969e-09,6.63508e-09,9.02692,9.47234,26.8325,25.7469,242.215,243.883
5900000000,6.65669e-09,6.7032e-09,8.93611,9.38432,27.6148,26.4796,246.769,248.493
5950000000,6.72572e-09,6.77334e-09,8.84357,9.2947,28.432,27.2436,251.441,253.221
6000000000,6.79685e-09,6.84557e-09,8.74926,9.20351,29.2865,28.0406,256.235,258.072
6050000000,6.87018e-09,6.92e-09,8.65323,9.11075,30.1804,28.8727,261.158,263.052
6100000000,6.9458e-09,6.9967e-09,8.55554,9.01647,31.116,29.7417,266.215,268.166
6150000000,7.0238e-09,7.07577e-09,8.45621,8.92067,32.096,30.6501,271.411,273.419
6200000000,7.10429e-09,7.15733e-09,8.35526,8.82338,33.1232,31.6,276.753,278.819
6250000000,7.18737e-09,7.24146e-09,8.25271,8.72462,34.2006,32.5941,282.247,284.371
6300000000,7.27316e-09,7.32829e-09,8.14863,8.62442,35.3313,33.6352,287.901,290.084
6350000000,7.36179e-09,7.41794e-09,8.04304,8.52278,36.5188,34.7261,293.722,295.963
6400000000,7.45338e-09,7.51054e-09,7.93597,8.41974,37.7671,35.8701,299.718,302.017
6450000000,7.54807e-09,7.60623e-09,7.82749,8.31531,39.0799,37.0707,305.897,308.254
6500000000,7.646e-09,7.70514e-09,7.71757,8.20951,40.462,38.3315,312.268,314.683
6550000000,7.74735e-09,7.80743e-09,7.60633,8.10237,41.9178,39.6567,318.841,321.314
6600000000,7.85226e-09,7.91327e-09,7.49373,7.9939,43.453,41.0507,325.625,328.156
6650000000,7.96091e-09,8.02283e-09,7.37988,7.88413,45.0729,42.5183,332.632,335.219
6700000000,8.07351e-09,8.1363e-09,7.26476,7.77307,46.7838,44.0645,339.873,342.517
6750000000,8.19025e-09,8.25388e-09,7.14845,7.66074,48.5925,45.6953,347.361,350.059
6800000000,8.31134e-09,8.37578e-09,7.03095,7.54716,50.5064,47.4166,355.107,357.861
6850000000,8.43701e-09,8.50223e-09,6.91232,7.43235,52.5334,49.2353,363.128,365.934
6900000000,8.56753e-09,8.63346e-09,6.79261,7.31633,54.6824,51.1588,371.436,374.295
6950000000,8.70314e-09,8.76976e-09,6.67182,7.19912,56.9634,53.1952,380.05,382.959
7000000000,8.84414e-09,8.91138e-09,6.55001,7.08074,59.387,55.3534,388.985,391.943
7050000000,8.99083e-09,9.05864e-09,6.42724,6.9612,61.9647,57.6432,398.262,401.266
7100000000,9.14354e-09,9.21186e-09,6.3035,6.84052,64.7099,60.0754,407.899,410.947
7150000000,9.30263e-09,9.37139e-09,6.17885,6.71872,67.6369,62.6618,417.918,421.008
7200000000,9.46847e-09,9.5376e-09,6.05332,6.59582,70.7618,65.4158,428.344,431.471
7250000000,9.64149e-09,9.7109e-09,5.92695,6.47184,74.1022,68.3518,439.2,442.362
7300000000,9.82212e-09,9.89173e-09,5.79975,6.34679,77.6781,71.486,450.514,453.707
7350000000,1.00109e-08,1.00806e-08,5.6718,6.22069,81.5113,74.8366,462.316,465.535
7400000000,1.02082e-08,1.02779e-08,5.54307,6.09355,85.6271,78.4235,474.637,477.878
7450000000,1.04148e-08,1.04844e-08,5.41364,5.9654,90.0525,82.2694,487.512,490.77
7500000000,1.06311e-08,1.07005e-08,5.28353,5.83625,94.819,86.3993,500.979,504.248
7550000000,1.08579e-08,1.09269e-08,5.15275,5.70611,99.9617,90.8415,515.078,518.352
7600000000,1.10959e-08,1.11645e-08,5.02134,5.57501,105.52,95.628,529.853,533.127
7650000000,1.13459e-08,1.14138e-08,4.88933,5.44296,111.54,100.795,545.354,548.621
7700000000,1.16086e-08,1.16759e-08,4.75676,5.30996,118.07,106.382,561.632,564.886
7750000000,1.18852e-08,1.19516e-08,4.62363,5.17605,125.171,112.437,578.746,581.979
7800000000,1.21765e-08,1.2242e-08,4.48999,5.04123,132.909,119.012,596.758,599.965
7850000000,1.24837e-08,1.25481e-08,4.35585,4.90553,141.358,126.166,615.736,618.912
7900000000,1.28081e-08,1.28713e-08,4.22123,4.76894,150.609,133.97,635.755,638.897
7950000000,1.31508e-08,1.32129e-08,4.08617,4.6315,160.761,142.503,656.898,660.003
8000000000,1.35133e-08,1.35744e-08,3.95068,4.49321,171.933,151.857,679.252,682.323
8050000000,1.38972e-08,1.39574e-08,3.81478,4.35409,184.261,162.137,702.916,705.959
8100000000,1.43042e-08,1.43637e-08,3.67852,4.21415,197.904,173.469,727.995,731.023
8150000000,1.4736e-08,1.47953e-08,3.54188,4.0734,213.051,185.996,754.603,757.639
8200000000,1.51947e-08,1.52545e-08,3.4049,3.93187,229.922,199.891,782.863,785.945
8250000000,1.56823e-08,1.57436e-08,3.26761,3.78956,248.778,215.352,812.91,816.091
8300000000,1.62009e-08,1.62653e-08,3.13001,3.64649,269.929,232.619,844.882,848.243
8350000000,1.67527e-08,1.68225e-08,2.99213,3.50267,293.746,251.975,878.926,882.586
8400000000,1.73402e-08,1.74183e-08,2.85399,3.35811,320.672,273.76,915.192,919.317
8450000000,1.79652e-08,1.80562e-08,2.71559,3.21283,351.241,298.383,953.827,958.654
8500000000,1.86299e-08,1.87396e-08,2.57697,3.06684,386.1,326.339,994.967,1000.83
8550000000,1.93354e-08,1.94725e-08,2.43813,2.92015,426.032,358.231,1038.72,1046.09
8600000000,2.00823e-08,2.02586e-08,2.2991,2.77277,471.992,394.798,1085.16,1094.68
8650000000,2.08695e-08,2.11016e-08,2.15988,2.62472,525.145,436.948,1134.25,1146.87
8700000000,2.16937e-08,2.20047e-08,2.02051,2.47601,586.911,485.805,1185.86,1202.86
8750000000,2.25476e-08,2.29698e-08,1.88098,2.32665,659.028,542.769,1239.62,1262.83
8800000000,2.34182e-08,2.39972e-08,1.74131,2.17665,743.599,609.586,1294.84,1326.85
8850000000,2.42838e-08,2.50834e-08,1.60153,2.02602,843.149,688.441,1350.33,1394.79
8900000000,2.51095e-08,2.62194e-08,1.46165,1.87478,960.652,782.067,1404.13,1466.2
8950000000,2.5841e-08,2.73866e-08,1.32167,1.72293,1099.48,893.87,1453.16,1540.07
9000000000,2.6396e-08,2.85512e-08,1.18162,1.57049,1263.23,1028.05,1492.66,1614.53
9050000000,2.66539e-08,2.96554e-08,1.04151,1.41746,1455.2,1189.65,1515.61,1686.29
9100000000,2.6444e-08,3.06037e-08,0.901357,1.26387,1677.46,1384.5,1511.99,1749.83
9150000000,2.55401e-08,3.1245e-08,0.761169,1.10971,1929.05,1618.72,1468.33,1796.31
9200000000,2.36688e-08,3.13486e-08,0.620963,0.955006,2203.32,1897.49,1368.18,1812.11
9250000000,2.05529e-08,3.0582e-08,0.480753,0.799758,2484.69,2222.43,1194.52,1777.41
9300000000,1.60057e-08,2.85093e-08,0.340554,0.64398,2746.32,2586.89,935.27,1665.9
9350000000,1.00689e-08,2.46481e-08,0.200381,0.487681,2951.99,2969.2,591.523,1448.02
9400000000,3.1264e-09,1.86367e-08,0.0602467,0.33087,3064.92,3326.75,184.651,1100.72
9450000000,-4.11683e-09,1.05172e-08,-0.0798336,0.173559,3061.88,3598.04,-244.441,624.471
9500000000,-1.0844e-08,9.82099e-10,-0.219846,0.0157548,2944.26,3720.89,-647.284,58.6217
9550000000,-1.6412e-08,-8.70019e-09,-0.359775,-0.142532,2737.25,3662.69,-984.795,-522.05
9600000000,-2.05238e-08,-1.7183e-08,-0.499607,-0.301292,2477.88,3440.03,-1237.97,-1036.45
9650000000,-2.32108e-08,-2.36076e-08,-0.639327,-0.460516,2201.27,3108.23,-1407.33,-1431.39
9700000000,-2.47019e-08,-2.77978e-08,-0.77892,-0.620196,1932.81,2731.7,-1505.51,-1694.19
9750000000,-2.52894e-08,-3.00636e-08,-0.918369,-0.780323,1686.97,2360.21,-1549.26,-1841.73
9800000000,-2.52453e-08,-3.08981e-08,-1.05766,-0.940888,1469.74,2022.09,-1554.48,-1902.56
9850000000,-2.47872e-08,-3.07725e-08,-1.19678,-1.10188,1281.83,1728.4,-1534.07,-1904.49
9900000000,-2.40753e-08,-3.00544e-08,-1.33571,-1.2633,1121.18,1479.85,-1497.57,-1869.49
9950000000,-2.32209e-08,-2.90014e-08,-1.47443,-1.42513,984.591,1272.24,-1451.72,-1813.1
1e+10,-2.22982e-08,-2.77822e-08,-1.61294,-1.58736,868.625,1099.69,-1401.04,-1745.61
1.005e+10,-2.13556e-08,-2.65026e-08,-1.7512,-1.74999,770.053,956.309,-1348.52,-1673.54
1.01e+10,-2.04232e-08,-2.52261e-08,-1.88922,-1.91302,686.031,836.822,-1296.06,-1600.85
1.015e+10,-1.95194e-08,-2.39891e-08,-2.02696,-2.07642,614.14,736.793,-1244.83,-1529.89
1.02e+10,-1.86544e-08,-2.28111e-08,-2.16441,-2.24019,552.357,652.591,-1195.53,-1461.93
1.025e+10,-1.78333e-08,-2.17012e-08,-2.30156,-2.40434,499.014,581.29,-1148.51,-1397.62
1.03e+10,-1.70583e-08,-2.06622e-08,-2.43839,-2.56884,452.739,520.543,-1103.96,-1337.19
1.035e+10,-1.6329e-08,-1.96932e-08,-2.57488,-2.73369,412.404,468.476,-1061.89,-1280.67
1.04e+10,-1.56442e-08,-1.87914e-08,-2.71101,-2.89889,377.082,423.584,-1022.27,-1227.92
1.045e+10,-1.50019e-08,-1.79527e-08,-2.84677,-3.06443,346.011,384.659,-985.014,-1178.76
1.05e+10,-1.43996e-08,-1.71728e-08,-2.98215,-3.2303,318.56,350.726,-949.992,-1132.95
1.055e+10,-1.38348e-08,-1.64473e-08,-3.11711,-3.39649,294.207,320.993,-917.074,-1090.25
1.06e+10,-1.33048e-08,-1.57716e-08,-3.25164,-3.563,272.517,294.812,-886.126,-1050.42
1.065e+10,-1.28073e-08,-1.51417e-08,-3.38572,-3.72982,253.125,271.655,-857.012,-1013.22
1.07e+10,-1.23397e-08,-1.45538e-08,-3.51934,-3.89695,235.727,251.082,-829.602,-978.455
1.075e+10,-1.19e-08,-1.40043e-08,-3.65248,-4.06437,220.063,232.732,-803.775,-945.909
1.08e+10,-1.14859e-08,-1.34899e-08,-3.78512,-4.23209,205.915,216.3,-779.414,-915.402
1.085e+10,-1.10955e-08,-1.30077e-08,-3.91723,-4.40009,193.099,201.534,-756.412,-886.766
1.09e+10,-1.07272e-08,-1.2555e-08,-4.04882,-4.56837,181.453,188.218,-734.669,-859.849
1.095e+10,-1.03791e-08,-1.21294e-08,-4.17985,-4.73693,170.842,176.172,-714.094,-834.511
1.1e+10,-1.00499e-08,-1.17287e-08,-4.31031,-4.90575,161.149,165.24,-694.603,-810.627
1.105e+10,-9.73823e-09,-1.13509e-08,-4.44018,-5.07483,152.273,155.292,-676.117,-788.082
1.11e+10,-9.44272e-09,-1.09942e-08,-4.56944,-5.24418,144.124,146.214,-658.567,-766.772
1.115e+10,-9.16227e-09,-1.0657e-08,-4.69807,-5.41377,136.628,137.908,-641.886,-746.604
1.12e+10,-8.89583e-09,-1.03378e-08,-4.82607,-5.58361,129.715,130.291,-626.015,-727.492
1.125e+10,-8.64245e-09,-1.00354e-08,-4.95339,-5.75369,123.329,123.287,-610.899,-709.358
1.13e+10,-8.40123e-09,-9.74834e-09,-5.08005,-5.924,117.418,116.835,-596.487,-692.132
1.135e+10,-8.17137e-09,-9.47567e-09,-5.20602,-6.09455,111.935,110.878,-582.734,-675.75
1.14e+10,-7.95212e-09,-9.21636e-09,-5.33127,-6.26532,106.841,105.366,-569.597,-660.152
1.145e+10,-7.74279e-09,-8.96948e-09,-5.4558,-6.43631,102.1,100.257,-557.035,-645.286
1.15e+10,-7.54277e-09,-8.73419e-09,-5.57959,-6.60751,97.6801,95.513,-545.015,-631.103
1.155e+10,-7.35146e-09,-8.50972e-09,-5.70263,-6.77892,93.5536,91.0996,-533.501,-617.557
1.16e+10,-7.16834e-09,-8.29537e-09,-5.8249,-6.95054,89.695,86.9871,-522.464,-604.608
1.165e+10,-6.9929e-09,-8.09049e-09,-5.94639,-7.12236,86.0816,83.1489,-511.874,-592.217
1.17e+10,-6.82471e-09,-7.89449e-09,-6.06706,-7.29438,82.6936,79.5612,-501.707,-580.35
1.175e+10,-6.66333e-09,-7.70681e-09,-6.18694,-7.46658,79.5121,76.2028,-491.937,-568.974
1.18e+10,-6.50837e-09,-7.52697e-09,-6.30601,-7.63897,76.5209,73.0545,-482.541,-558.061
1.185e+10,-6.35948e-09,-7.35448e-09,-6.42422,-7.81155,73.7054,70.0992,-473.5,-547.583
1.19e+10,-6.2163e-09,-7.18893e-09,-6.54159,-7.9843,71.0518,67.3215,-464.792,-537.515
1.195e+10,-6.07854e-09,-7.02991e-09,-6.65813,-8.15723,68.548,64.7075,-456.402,-527.834
1.2e+10,-5.9459e-09,-6.87705e-09,-6.77377,-8.33033,66.1833,62.2445,-448.31,-518.517
1.205e+10,-5.81811e-09,-6.73001e-09,-6.88857,-8.50359,63.947,59.9212,-440.503,-509.545
1.21e+10,-5.69491e-09,-6.58848e-09,-7.00244,-8.67701,61.8305,57.7272,-432.965,-500.9
1.215e+10,-5.57608e-09,-6.45216e-09,-7.11546,-8.8506,59.8249,55.653,-425.682,-492.562
1.22e+10,-5.46139e-09,-6.32077e-09,-7.22755,-9.02433,57.9231,53.6902,-418.642,-484.518
1.225e+10,-5.35063e-09,-6.19407e-09,-7.33873,-9.19822,56.1176,51.8308,-411.832,-476.751
1.23e+10,-5.24361e-09,-6.0718e-09,-7.44901,-9.37225,54.4022,50.0678,-405.243,-469.248
1.235e+10,-5.14015e-09,-5.95374e-09,-7.55835,-9.54642,52.771,48.3945,-398.862,-461.995
1.24e+10,-5.04008e-09,-5.83969e-09,-7.66678,-9.72073,51.2184,46.805,-392.681,-454.979
1.245e+10,-4.94325e-09,-5.72946e-09,-7.77426,-9.89518,49.7396,45.2938,-386.689,-448.191
1.25e+10,-4.8495e-09,-5.62285e-09,-7.8808,-10.0698,48.3299,43.8558,-380.878,-441.618
1.255e+10,-4.75868e-09,-5.5197e-09,-7.98642,-10.2445,46.9849,42.4863,-375.241,-435.25
1.26e+10,-4.67068e-09,-5.41984e-09,-8.09107,-10.4193,45.7009,41.1811,-369.769,-429.079
1.265e+10,-4.58536e-09,-5.32313e-09,-8.19479,-10.5943,44.474,39.9362,-364.455,-423.094
1.27e+10,-4.50261e-09,-5.22941e-09,-8.29755,-10.7693,43.301,38.7479,-359.292,-417.289
1.275e+10,-4.42231e-09,-5.13857e-09,-8.39936,-10.9445,42.1787,37.6128,-354.274,-411.654
1.28e+10,-4.34436e-09,-5.05046e-09,-8.50022,-11.1198,41.1041,36.5278,-349.394,-406.182
1.285e+10,-4.26867e-09,-4.96498e-09,-8.60011,-11.2952,40.0748,35.4899,-344.647,-400.867
1.29e+10,-4.19513e-09,-4.882e-09,-8.69907,-11.4707,39.0879,34.4966,-340.028,-395.701
1.295e+10,-4.12366e-09,-4.80143e-09,-8.79705,-11.6464,38.1413,33.5452,-335.531,-390.679
1.3e+10,-4.05418e-09,-4.72316e-09,-8.89406,-11.8221,37.2328,32.6334,-331.151,-385.794
1.305e+10,-3.9866e-09,-4.6471e-09,-8.99012,-11.9979,36.3603,31.759,-326.884,-381.041
1.31e+10,-3.92085e-09,-4.57315e-09,-9.08523,-12.1738,35.5219,30.9201,-322.724,-376.415
1.315e+10,-3.85687e-09,-4.50124e-09,-9.17938,-12.3498,34.7158,30.1147,-318.669,-371.91
1.32e+10,-3.79457e-09,-4.43128e-09,-9.27256,-12.5259,33.9404,29.341,-314.714,-367.522
1.325e+10,-3.7339e-09,-4.3632e-09,-9.36479,-12.7021,33.1941,28.5974,-310.856,-363.246
1.33e+10,-3.6748e-09,-4.29692e-09,-9.45604,-12.8783,32.4755,27.8824,-307.089,-359.078
1.335e+10,-3.6172e-09,-4.23237e-09,-9.54634,-13.0546,31.7831,27.1944,-303.413,-355.013
1.34e+10,-3.56106e-09,-4.16949e-09,-9.6357,-13.2311,31.1158,26.5322,-299.822,-351.049
1.345e+10,-3.50631e-09,-4.10822e-09,-9.72408,-13.4076,30.4722,25.8944,-296.314,-347.181
