 frequency       c_cmim_20u      q_cmim_20u      c_cmim_35u      q_cmim_35u      c_cmim_50u      q_cmim_50u      c_rfcmim_20u    q_rfcmim_20u    c_rfcmim_35u    q_rfcmim_35u    c_rfcmim_50u    q_rfcmim_50u    l_ref           q_ref          
 2.52336071e+08  5.43199601e-13  2.11114476e+04  1.65934957e-12  6.91098581e+03  3.38299931e-12  3.38981547e+03  5.43213057e-13  3.78466625e+03  1.65950201e-12  1.46123636e+03  3.38380473e-12  6.71701465e+02  9.99851134e-10  7.92220778e-01 
 2.64288522e+08  5.43199636e-13  2.01566842e+04  1.65934960e-12  6.59843655e+03  3.38299931e-12  3.23651106e+03  5.43214300e-13  3.61343228e+03  1.65951673e-12  1.39509678e+03  3.38388277e-12  6.41284631e+02  9.99875496e-10  8.29725813e-01 
 2.76807128e+08  5.43199668e-13  1.92450982e+04  1.65934963e-12  6.30002230e+03  3.38299932e-12  3.09013983e+03  5.43215657e-13  3.44993889e+03  1.65953287e-12  1.33194575e+03  3.38396837e-12  6.12241549e+02  9.99902221e-10  8.69004342e-01 
 2.89918705e+08  5.43199697e-13  1.83747395e+04  1.65934965e-12  6.01510383e+03  3.38299931e-12  2.95038825e+03  5.43217140e-13  3.29383588e+03  1.65955057e-12  1.27164798e+03  3.38406227e-12  5.84510003e+02  9.99931539e-10  9.10139921e-01 
 3.03651341e+08  5.43199724e-13  1.75437427e+04  1.65934967e-12  5.74307077e+03  3.38299930e-12  2.81695692e+03  5.43218761e-13  3.14478883e+03  1.65956998e-12  1.21407433e+03  3.38416527e-12  5.58030589e+02  9.99963703e-10  9.53219997e-01 
 3.18034453e+08  5.43199748e-13  1.67503281e+04  1.65934969e-12  5.48334041e+03  3.38299928e-12  2.68956003e+03  5.43220534e-13  3.00247848e+03  1.65959126e-12  1.15910145e+03  3.38427827e-12  5.32746585e+02  9.99998988e-10  9.98336084e-01 
 3.33098852e+08  5.43199770e-13  1.59927947e+04  1.65934971e-12  5.23535630e+03  3.38299926e-12  2.56792467e+03  5.43222475e-13  2.86659996e+03  1.65961461e-12  1.10661158e+03  3.38440222e-12  5.08603827e+02  1.00003770e-09  1.04558394e+00 
 3.48876811e+08  5.43199790e-13  1.52695212e+04  1.65934973e-12  4.99858732e+03  3.38299923e-12  2.45179026e+03  5.43224600e-13  2.73686222e+03  1.65964022e-12  1.05649228e+03  3.38453820e-12  4.85550600e+02  1.00008017e-09  1.09506376e+00 
 3.65402126e+08  5.43199808e-13  1.45789579e+04  1.65934974e-12  4.77252622e+03  3.38299919e-12  2.34090802e+03  5.43226927e-13  2.61298733e+03  1.65966831e-12  1.00863619e+03  3.38468737e-12  4.63537520e+02  1.00012676e-09  1.14688036e+00 
 3.82710200e+08  5.43199824e-13  1.39196241e+04  1.65934975e-12  4.55668870e+03  3.38299915e-12  2.23504044e+03  5.43229477e-13  2.49470993e+03  1.65969912e-12  9.62940802e+02  3.38485102e-12  4.42517433e+02  1.00017787e-09  1.20114341e+00 
 4.00838108e+08  5.43199839e-13  1.32901093e+04  1.65934975e-12  4.35061244e+03  3.38299910e-12  2.13396072e+03  5.43232271e-13  2.38177666e+03  1.65973292e-12  9.19308220e+02  3.38503055e-12  4.22445312e+02  1.00023394e-09  1.25796759e+00 
 4.19824685e+08  5.43199853e-13  1.26890642e+04  1.65934976e-12  4.15385597e+03  3.38299904e-12  2.03745233e+03  5.43235332e-13  2.27394559e+03  1.65976999e-12  8.77644981e+02  3.38522751e-12  4.03278161e+02  1.00029547e-09  1.31747285e+00 
 4.39710602e+08  5.43199865e-13  1.21152013e+04  1.65934976e-12  3.96599782e+03  3.38299898e-12  1.94530853e+03  5.43238688e-13  2.17098574e+03  1.65981066e-12  8.37861839e+02  3.38544359e-12  3.84974923e+02  1.00036296e-09  1.37978463e+00 
 4.60538460e+08  5.43199877e-13  1.15672918e+04  1.65934976e-12  3.78663555e+03  3.38299890e-12  1.85733193e+03  5.43242367e-13  2.07267655e+03  1.65985527e-12  7.99873574e+02  3.38568064e-12  3.67496391e+02  1.00043702e-09  1.44503406e+00 
 4.82352874e+08  5.43199887e-13  1.10441606e+04  1.65934976e-12  3.61538493e+03  3.38299882e-12  1.77333408e+03  5.43246401e-13  1.97880744e+03  1.65990421e-12  7.63598813e+02  3.38594071e-12  3.50805127e+02  1.00051826e-09  1.51335822e+00 
 5.05200577e+08  5.43199896e-13  1.05446887e+04  1.65934976e-12  3.45187912e+03  3.38299872e-12  1.69313503e+03  5.43250824e-13  1.88917731e+03  1.65995789e-12  7.28959853e+02  3.38622604e-12  3.34865378e+02  1.00060740e-09  1.58490037e+00 
 5.29130511e+08  5.43199904e-13  1.00678051e+04  1.65934976e-12  3.29576786e+03  3.38299861e-12  1.61656298e+03  5.43255674e-13  1.80359418e+03  1.66001677e-12  6.95882497e+02  3.38653908e-12  3.19643002e+02  1.00070521e-09  1.65981022e+00 
 5.54193938e+08  5.43199912e-13  9.61248856e+03  1.65934975e-12  3.14671673e+03  3.38299850e-12  1.54345390e+03  5.43260993e-13  1.72187472e+03  1.66008137e-12  6.64295892e+02  3.38688253e-12  3.05105395e+02  1.00081252e-09  1.73824415e+00 
 5.80444550e+08  5.43199918e-13  9.17776392e+03  1.65934974e-12  3.00440644e+03  3.38299837e-12  1.47365118e+03  5.43266826e-13  1.64384387e+03  1.66015224e-12  6.34132381e+02  3.38725936e-12  2.91221420e+02  1.00093026e-09  1.82036548e+00 
 6.07938580e+08  5.43199924e-13  8.76269956e+03  1.65934973e-12  2.86853214e+03  3.38299822e-12  1.40700529e+03  5.43273224e-13  1.56933449e+03  1.66022998e-12  6.05327357e+02  3.38767280e-12  2.77961341e+02  1.00105946e-09  1.90634473e+00 
 6.36734925e+08  5.43199930e-13  8.36640646e+03  1.65934972e-12  2.73880275e+03  3.38299806e-12  1.34337346e+03  5.43280240e-13  1.49818697e+03  1.66031526e-12  5.77819121e+02  3.38812643e-12  2.65296759e+02  1.00120122e-09  1.99635988e+00 
 6.66895272e+08  5.43199935e-13  7.98803574e+03  1.65934970e-12  2.61494037e+03  3.38299789e-12  1.28261938e+03  5.43287936e-13  1.43024892e+03  1.66040882e-12  5.51548758e+02  3.38862416e-12  2.53200554e+02  1.00135677e-09  2.09059664e+00 
 6.98484230e+08  5.43199939e-13  7.62677672e+03  1.65934968e-12  2.49667966e+03  3.38299769e-12  1.22461291e+03  5.43296377e-13  1.36537480e+03  1.66051146e-12  5.26460003e+02  3.38917030e-12  2.41646820e+02  1.00152747e-09  2.18924870e+00 
 7.31569468e+08  5.43199942e-13  7.28185576e+03  1.65934966e-12  2.38376730e+03  3.38299748e-12  1.16922977e+03  5.43305635e-13  1.30342567e+03  1.66062406e-12  5.02499124e+02  3.38976957e-12  2.30610819e+02  1.00171479e-09  2.29251798e+00 
 7.66221861e+08  5.43199946e-13  6.95253376e+03  1.65934964e-12  2.27596140e+03  3.38299724e-12  1.11635135e+03  5.43315790e-13  1.24426882e+03  1.66074759e-12  4.79614808e+02  3.39042715e-12  2.20068922e+02  1.00192035e-09  2.40061489e+00 
 8.02515641e+08  5.43199948e-13  6.63810538e+03  1.65934961e-12  2.17303102e+03  3.38299698e-12  1.06586434e+03  5.43326930e-13  1.18777756e+03  1.66088311e-12  4.57758051e+02  3.39114874e-12  2.09998559e+02  1.00214595e-09  2.51375859e+00 
 8.40528555e+08  5.43199951e-13  6.33789701e+03  1.65934958e-12  2.07475567e+03  3.38299670e-12  1.01766062e+03  5.43339148e-13  1.13383089e+03  1.66103178e-12  4.36882052e+02  3.39194059e-12  2.00378175e+02  1.00239354e-09  2.63217719e+00 
 8.80342035e+08  5.43199952e-13  6.05126560e+03  1.65934954e-12  1.98092483e+03  3.38299638e-12  9.71636903e+02  5.43352551e-13  1.08231326e+03  1.66119489e-12  4.16942113e+02  3.39280958e-12  1.91187177e+02  1.00266528e-09  2.75610798e+00 
 9.22041367e+08  5.43199954e-13  5.77759707e+03  1.65934951e-12  1.89133748e+03  3.38299604e-12  9.27694613e+02  5.43367253e-13  1.03311434e+03  1.66137385e-12  3.97895545e+02  3.39376325e-12  1.82405899e+02  1.00296355e-09  2.88579760e+00 
 9.65715880e+08  5.43199955e-13  5.51630518e+03  1.65934946e-12  1.80580172e+03  3.38299566e-12  8.85739613e+02  5.43383380e-13  9.86128778e+02  1.66157018e-12  3.79701579e+02  3.39480991e-12  1.74015552e+02  1.00329094e-09  3.02150224e+00 
 1.01145913e+09  5.43199956e-13  5.26683027e+03  1.65934942e-12  1.72413432e+03  3.38299524e-12  8.45682029e+02  5.43401069e-13  9.41255944e+02  1.66178558e-12  3.62321273e+02  3.39595868e-12  1.65998190e+02  1.00365033e-09  3.16348776e+00 
 1.05936911e+09  5.43199956e-13  5.02863781e+03  1.65934937e-12  1.64616033e+03  3.38299479e-12  8.07436049e+02  5.43420474e-13  8.98399757e+02  1.66202191e-12  3.45717437e+02  3.39721958e-12  1.58336670e+02  1.00404487e-09  3.31202975e+00 
 1.10954846e+09  5.43199956e-13  4.80121762e+03  1.65934931e-12  1.57171270e+03  3.38299429e-12  7.70919744e+02  5.43441759e-13  8.57468454e+02  1.66228120e-12  3.29854545e+02  3.39860363e-12  1.51014615e+02  1.00447803e-09  3.46741361e+00 
 1.16210465e+09  5.43199955e-13  4.58408252e+03  1.65934924e-12  1.50063198e+03  3.38299374e-12  7.36054890e+02  5.43465107e-13  8.18374406e+02  1.66256570e-12  3.14698671e+02  3.40012295e-12  1.44016379e+02  1.00495362e-09  3.62993450e+00 
 1.21715029e+09  5.43199955e-13  4.37676734e+03  1.65934917e-12  1.43276588e+03  3.38299313e-12  7.02766798e+02  5.43490719e-13  7.81033925e+02  1.66287784e-12  3.00217406e+02  3.40179089e-12  1.37327018e+02  1.00547586e-09  3.79989726e+00 
 1.27480328e+09  5.43199953e-13  4.17882799e+03  1.65934910e-12  1.36796903e+03  3.38299247e-12  6.70984162e+02  5.43518813e-13  7.45367087e+02  1.66322034e-12  2.86379796e+02  3.40362210e-12  1.30932255e+02  1.00604936e-09  3.97761623e+00 
 1.33518714e+09  5.43199952e-13  3.98984046e+03  1.65934901e-12  1.30610261e+03  3.38299174e-12  6.40638895e+02  5.43549631e-13  7.11297565e+02  1.66359616e-12  2.73156277e+02  3.40563275e-12  1.24818452e+02  1.00667923e-09  4.16341492e+00 
 1.39843121e+09  5.43199950e-13  3.80939987e+03  1.65934892e-12  1.24703411e+03  3.38299094e-12  6.11665993e+02  5.43583435e-13  6.78752464e+02  1.66400853e-12  2.60518610e+02  3.40784061e-12  1.18972579e+02  1.00737110e-09  4.35762568e+00 
 1.46467097e+09  5.43199947e-13  3.63711973e+03  1.65934882e-12  1.19063698e+03  3.38299007e-12  5.84003391e+02  5.43620516e-13  6.47662167e+02  1.66446103e-12  2.48439825e+02  3.41026525e-12  1.13382194e+02  1.00813115e-09  4.56058905e+00 
 1.53404832e+09  5.43199944e-13  3.47263095e+03  1.65934871e-12  1.13679040e+03  3.38298911e-12  5.57591831e+02  5.43661191e-13  6.17960189e+02  1.66495758e-12  2.36894160e+02  3.41292826e-12  1.08035410e+02  1.00896624e-09  4.77265312e+00 
 1.60671189e+09  5.43199941e-13  3.31558118e+03  1.65934858e-12  1.08537904e+03  3.38298805e-12  5.32374734e+02  5.43705809e-13  5.89583034e+02  1.66550249e-12  2.25857016e+02  3.41585342e-12  1.02920874e+02  1.00988390e-09  4.99417253e+00 
 1.68281732e+09  5.43199937e-13  3.16563399e+03  1.65934845e-12  1.03629276e+03  3.38298690e-12  5.08298080e+02  5.43754750e-13  5.62470062e+02  1.66610049e-12  2.15304898e+02  3.41906695e-12  9.80277473e+01  1.01089247e-09  5.22550735e+00 
 1.76252766e+09  5.43199932e-13  3.02246815e+03  1.65934830e-12  9.89426412e+02  3.38298563e-12  4.85310293e+02  5.43808434e-13  5.36563365e+02  1.66675677e-12  2.05215372e+02  3.42259778e-12  9.33456783e+01  1.01200117e-09  5.46702164e+00 
 1.84601365e+09  5.43199927e-13  2.88577700e+03  1.65934813e-12  9.44679591e+02  3.38298424e-12  4.63362129e+02  5.43867321e-13  5.11807641e+02  1.66747706e-12  1.95567018e+02  3.42647785e-12  8.88647870e+01  1.01322020e-09  5.71908164e+00 
 1.93345414e+09  5.43199922e-13  2.75526770e+03  1.65934795e-12  9.01956445e+02  3.38298271e-12  4.42406571e+02  5.43931914e-13  4.88150081e+02  1.66826762e-12  1.86339388e+02  3.43074246e-12  8.45756436e+01  1.01456082e-09  5.98205372e+00 
 2.02503643e+09  5.43199915e-13  2.63066069e+03  1.65934776e-12  8.61165454e+02  3.38298103e-12  4.22398728e+02  5.44002765e-13  4.65540259e+02  1.66913537e-12  1.77512963e+02  3.43543059e-12  8.04692517e+01  1.01603553e-09  6.25630175e+00 
 2.12095673e+09  5.43199908e-13  2.51168903e+03  1.65934754e-12  8.22219236e+02  3.38297919e-12  4.03295741e+02  5.44080482e-13  4.43930030e+02  1.67008789e-12  1.69069118e+02  3.44058540e-12  7.65370313e+01  1.01765820e-09  6.54218403e+00 
 2.22142050e+09  5.43199900e-13  2.39809786e+03  1.65934730e-12  7.85034361e+02  3.38297718e-12  3.85056686e+02  5.44165727e-13  4.23273427e+02  1.67113354e-12  1.60990086e+02  3.44625464e-12  7.27708036e+01  1.01944420e-09  6.84004968e+00 
 2.32664295e+09  5.43199892e-13  2.28964386e+03  1.65934704e-12  7.49531172e+02  3.38297497e-12  3.67642493e+02  5.44259231e-13  4.03526572e+02  1.67228150e-12  1.53258920e+02  3.45249123e-12  6.91627763e+01  1.02141063e-09  7.15023426e+00 
 2.43684950e+09  5.43199882e-13  2.18609469e+03  1.65934676e-12  7.15633616e+02  3.38297254e-12  3.51015856e+02  5.44361792e-13  3.84647585e+02  1.67354188e-12  1.45859467e+02  3.45935386e-12  6.57055303e+01  1.02357649e-09  7.47305466e+00 
 2.55227623e+09  5.43199871e-13  2.08722853e+03  1.65934644e-12  6.83269077e+02  3.38296988e-12  3.35141160e+02  5.44474286e-13  3.66596500e+02  1.67492581e-12  1.38776334e+02  3.46690771e-12  6.23920078e+01  1.02596298e-09  7.80880307e+00 
 2.67317039e+09  5.43199860e-13  1.99283360e+03  1.65934610e-12  6.52368225e+02  3.38296696e-12  3.19984397e+02  5.44597675e-13  3.49335187e+02  1.67644555e-12  1.31994865e+02  3.47522520e-12  5.92155005e+01  1.02859374e-09  8.15773991e+00 
 2.79979097e+09  5.43199847e-13  1.90270767e+03  1.65934572e-12  6.22864864e+02  3.38296375e-12  3.05513099e+02  5.44733014e-13  3.32827280e+02  1.67811460e-12  1.25501110e+02  3.48438695e-12  5.61696396e+01  1.03149517e-09  8.52008549e+00 
 2.93240922e+09  5.43199832e-13  1.81665769e+03  1.65934531e-12  5.94695793e+02  3.38296024e-12  2.91696265e+02  5.44881457e-13  3.17038101e+02  1.67994785e-12  1.19281807e+02  3.49448281e-12  5.32483861e+01  1.03469686e-09  8.89601034e+00 
 3.07130921e+09  5.43199817e-13  1.73449933e+03  1.65934485e-12  5.67800668e+02  3.38295638e-12  2.78504298e+02  5.45044272e-13  3.01934599e+02  1.68196170e-12  1.13324355e+02  3.50561307e-12  5.04460219e+01  1.03823197e-09  9.28562389e+00 
 3.21678851e+09  5.43199799e-13  1.65605658e+03  1.65934435e-12  5.42121876e+02  3.38295215e-12  2.65908938e+02  5.45222849e-13  2.87485287e+02  1.68417428e-12  1.07616797e+02  3.51788986e-12  4.77571423e+01  1.04213778e-09  9.68896123e+00 
 3.36915876e+09  5.43199780e-13  1.58116140e+03  1.65934380e-12  5.17604408e+02  3.38294751e-12  2.53883203e+02  5.45418711e-13  2.73660183e+02  1.68660556e-12  1.02147800e+02  3.53143875e-12  4.51766477e+01  1.04645630e-09  1.01059678e+01 
 3.52874636e+09  5.43199760e-13  1.50965335e+03  1.65934320e-12  4.94195742e+02  3.38294242e-12  2.42401332e+02  5.45633532e-13  2.60430757e+02  1.68927764e-12  9.69066366e+01  3.54640069e-12  4.26997373e+01  1.05123495e-09  1.05364814e+01 
 3.69589317e+09  5.43199737e-13  1.44137926e+03  1.65934255e-12  4.71845733e+02  3.38293684e-12  2.31438728e+02  5.45869142e-13  2.47769880e+02  1.69221493e-12  9.18831689e+01  3.56293422e-12  4.03219015e+01  1.05652746e-09  1.09802116e+01 
 3.87095726e+09  5.43199711e-13  1.37619287e+03  1.65934182e-12  4.50506504e+02  3.38293072e-12  2.20971909e+02  5.46127553e-13  2.35651776e+02  1.69544444e-12  8.70678330e+01  3.58121805e-12  3.80389160e+01  1.06239482e-09  1.14367159e+01 
 4.05431365e+09  5.43199684e-13  1.31395453e+03  1.65934103e-12  4.30132342e+02  3.38292400e-12  2.10978452e+02  5.46410968e-13  2.24051979e+02  1.69899609e-12  8.24516231e+01  3.60145419e-12  3.58468340e+01  1.06890658e-09  1.19053714e+01 
 4.24635511e+09  5.43199653e-13  1.25453092e+03  1.65934016e-12  4.10679602e+02  3.38291663e-12  2.01436949e+02  5.46721805e-13  2.12947287e+02  1.70290304e-12  7.80260763e+01  3.62387161e-12  3.37419795e+01  1.07614222e-09  1.23853429e+01 
 4.44749304e+09  5.43199620e-13  1.19779474e+03  1.65933921e-12  3.92106612e+02  3.38290854e-12  1.92326960e+02  5.47062717e-13  2.02315727e+02  1.70720209e-12  7.37832575e+01  3.64873066e-12  3.17209391e+01  1.08419302e-09  1.28755455e+01 
 4.65815830e+09  5.43199584e-13  1.14362446e+03  1.65933816e-12  3.74373585e+02  3.38289967e-12  1.83628971e+02  5.47436613e-13  1.92136514e+02  1.71193413e-12  6.97157433e+01  3.67632835e-12  2.97805531e+01  1.09316419e-09  1.33746015e+01 
 4.87880219e+09  5.43199543e-13  1.09190403e+03  1.65933701e-12  3.57442535e+02  3.38288995e-12  1.75324349e+02  5.47846685e-13  1.82390013e+02  1.71714466e-12  6.58166049e+01  3.70700476e-12  2.79179054e+01  1.10317762e-09  1.38807906e+01 
 5.10989736e+09  5.43199499e-13  1.04252266e+03  1.65933575e-12  3.41277192e+02  3.38287927e-12  1.67395303e+02  5.48296436e-13  1.73057706e+02  1.72288436e-12  6.20793896e+01  3.74115086e-12  2.61303123e+01  1.11437515e-09  1.43919923e+01 
 5.35193887e+09  5.43199451e-13  9.95374559e+02  1.65933437e-12  3.25842927e+02  3.38286757e-12  1.59824848e+02  5.48789712e-13  1.64122152e+02  1.72920981e-12  5.84981005e+01  3.77921805e-12  2.44153085e+01  1.12692286e-09  1.49056197e+01 
 5.60544519e+09  5.43199398e-13  9.50358732e+02  1.65933286e-12  3.11106677e+02  3.38285472e-12  1.52596767e+02  5.49330735e-13  1.55566951e+02  1.73618429e-12  5.50671741e+01  3.82173005e-12  2.27706327e+01  1.14101632e-09  1.54185423e+01 
 5.87095941e+09  5.43199340e-13  9.07378747e+02  1.65933119e-12  2.97036873e+02  3.38284064e-12  1.45695577e+02  5.49924143e-13  1.47376706e+02  1.74387868e-12  5.17814543e+01  3.86929753e-12  2.11942102e+01  1.15688740e-09  1.59269984e+01 
 6.14905028e+09  5.43199276e-13  8.66342532e+02  1.65932937e-12  2.83603377e+02  3.38282518e-12  1.39106492e+02  5.50575032e-13  1.39536982e+02  1.75237260e-12  4.86361647e+01  3.92263668e-12  1.96841333e+01  1.17481303e-09  1.64264925e+01 
 6.44031354e+09  5.43199205e-13  8.27162180e+02  1.65932737e-12  2.70777411e+02  3.38280823e-12  1.32815400e+02  5.51289004e-13  1.32034261e+02  1.76175568e-12  4.56268765e+01  3.98259250e-12  1.82386401e+01  1.19512666e-09  1.69116783e+01 
 6.74537312e+09  5.43199129e-13  7.89753760e+02  1.65932517e-12  2.58531499e+02  3.38278963e-12  1.26808821e+02  5.52072224e-13  1.24855897e+02  1.77212910e-12  4.27494744e+01  4.05016867e-12  1.68560915e+01  1.21823336e-09  1.73762232e+01 
 7.06488252e+09  5.43199044e-13  7.54037137e+02  1.65932277e-12  2.46839409e+02  3.38276923e-12  1.21073891e+02  5.52931476e-13  1.17990063e+02  1.78360744e-12  4.00001185e+01  4.12656598e-12  1.55349458e+01  1.24463020e-09  1.78126522e+01 
 7.39952619e+09  5.43198952e-13  7.19935798e+02  1.65932013e-12  2.35676094e+02  3.38274686e-12  1.15598323e+02  5.53874236e-13  1.11425694e+02  1.79632088e-12  3.73752038e+01  4.21323232e-12  1.42737329e+01  1.27493383e-09  1.82121689e+01 
 7.75002098e+09  5.43198850e-13  6.87376693e+02  1.65931723e-12  2.25017639e+02  3.38272231e-12  1.10370387e+02  5.54908751e-13  1.05152431e+02  1.81041786e-12  3.48713178e+01  4.31192846e-12  1.30710275e+01  1.30991884e-09  1.85644482e+01 
 8.11711773e+09  5.43198738e-13  6.56290073e+02  1.65931405e-12  2.14841214e+02  3.38269538e-12  1.05378885e+02  5.56044123e-13  9.91605507e+01  1.82606833e-12  3.24851964e+01  4.42481536e-12  1.19254222e+01  1.35057186e-09  1.88573985e+01 
 8.50160282e+09  5.43198616e-13  6.26609347e+02  1.65931056e-12  2.05125017e+02  3.38266584e-12  1.00613124e+02  5.57290416e-13  9.34408993e+01  1.84346774e-12  3.02136789e+01  4.55457150e-12  1.08355013e+01  1.39816949e-09  1.90768881e+01 
 8.90429990e+09  5.43198482e-13  5.98270931e+02  1.65930674e-12  1.95848236e+02  3.38263344e-12  9.60628939e+01  5.58658773e-13  8.79848181e+01  1.86284190e-12  2.80536645e+01  4.70455212e-12  9.79981674e+00  1.45439354e-09  1.92064293e+01 
 9.32607160e+09  5.43198335e-13  5.71214121e+02  1.65930254e-12  1.86990997e+02  3.38259790e-12  9.17184483e+01  5.60161549e-13  8.27840684e+01  1.88445312e-12  2.60020698e+01  4.87900747e-12  8.81686542e+00  1.52150591e-09  1.92268164e+01 
 9.76782145e+09  5.43198173e-13  5.45380955e+02  1.65929794e-12  1.78534327e+02  3.38255891e-12  8.75704804e+01  5.61812473e-13  7.78307536e+01  1.90860782e-12  2.40557894e+01  5.08338448e-12  7.88507026e+00  1.60262263e-09  1.91157077e+01 
