corner_label,temp_c,geometry,f_hz,quantity,simulated,closed_form,rel_err_pct,tol_pct,status
rlo,125,p11,5e9,z_driving_point,1.33420e+01 + j1.64607e+02,1.334211530e+01 + j1.646067183e+02,0.000184,0.5,PASS
rlo,125,p11,1e10,z_driving_point,1.11812e+02 + j5.58770e+02,1.118041109e+02 + j5.587540571e+02,0.003122,0.5,PASS
rlo,125,p11,2e10,z_driving_point,9.60379e+01 + j-5.56835e+02,9.603331871e+01 + j-5.568222225e+02,0.002402,0.5,PASS
rhi,-40,p1,1e9,z_driving_point,2.49319e-01 + j6.51931e-01,2.493196235e-01 + j6.519309678e-01,0.000089,0.5,PASS
rhi,-40,p1,5e9,z_driving_point,2.86849e-01 + j3.25153e+00,2.868624129e-01 + j3.251532343e+00,0.000417,0.5,PASS
rhi,-40,p1,1e10,z_driving_point,3.79631e-01 + j6.46559e+00,3.796830301e-01 + j6.465591226e+00,0.000804,0.5,PASS
rhi,-40,p1,2e10,z_driving_point,5.82893e-01 + j1.28170e+01,5.831029014e-01 + j1.281697992e+01,0.001643,0.5,PASS
rhi,-40,p13,1e9,z_driving_point,6.10279e+00 + j3.42563e+01,6.102795304e+00 + j3.425632442e+01,0.000072,0.5,PASS
rhi,-40,p13,5e9,z_driving_point,1.69157e+01 + j1.94079e+02,1.691586195e+01 + j1.940783730e+02,0.000332,0.5,PASS
rhi,-40,p13,1e10,z_driving_point,1.28837e+02 + j6.44547e+02,1.288288607e+02 + j6.445306934e+02,0.002773,0.5,PASS
rhi,-40,p13,2e10,z_driving_point,1.26600e+02 + j-6.93935e+02,1.265939923e+02 + j-6.939179838e+02,0.002558,0.5,PASS
rhi,-40,p11,1e9,z_driving_point,4.13726e+00 + j2.89448e+01,4.137263470e+00 + j2.894479741e+01,0.000015,0.5,PASS
rhi,-40,p11,5e9,z_driving_point,1.30820e+01 + j1.64649e+02,1.308207653e+01 + j1.646487821e+02,0.000140,0.5,PASS
rhi,-40,p11,1e10,z_driving_point,1.11073e+02 + j5.59330e+02,1.110654234e+02 + j5.593140132e+02,0.003102,0.5,PASS
rhi,-40,p11,2e10,z_driving_point,9.58043e+01 + j-5.56726e+02,9.579964521e+01 + j-5.567127619e+02,0.002484,0.5,PASS
rhi,27,p1,1e9,z_driving_point,3.33495e-01 + j6.51966e-01,3.334952678e-01 + j6.519657204e-01,0.000053,0.5,PASS
rhi,27,p1,5e9,z_driving_point,3.62572e-01 + j3.25578e+00,3.625799573e-01 + j3.255783349e+00,0.000264,0.5,PASS
rhi,27,p1,1e10,z_driving_point,4.41861e-01 + j6.49085e+00,4.418924363e-01 + j6.490849797e+00,0.000483,0.5,PASS
rhi,27,p1,2e10,z_driving_point,6.54213e-01 + j1.29029e+01,6.543403339e-01 + j1.290286646e+01,0.001019,0.5,PASS
rhi,27,p13,1e9,z_driving_point,8.12578e+00 + j3.42356e+01,8.125785086e+00 + j3.423562362e+01,0.000069,0.5,PASS
rhi,27,p13,5e9,z_driving_point,1.93190e+01 + j1.93947e+02,1.931909843e+01 + j1.939468744e+02,0.000082,0.5,PASS
rhi,27,p13,1e10,z_driving_point,1.35011e+02 + j6.44173e+02,1.350018666e+02 + j6.441568887e+02,0.002814,0.5,PASS
rhi,27,p13,2e10,z_driving_point,1.27661e+02 + j-6.91617e+02,1.276537129e+02 + j-6.915999755e+02,0.002633,0.5,PASS
rhi,27,p11,1e9,z_driving_point,5.49967e+00 + j2.89313e+01,5.499676579e+00 + j2.893131467e+01,0.000055,0.5,PASS
rhi,27,p11,5e9,z_driving_point,1.47045e+01 + j1.64566e+02,1.470451746e+01 + j1.645652296e+02,0.000466,0.5,PASS
rhi,27,p11,1e10,z_driving_point,1.15417e+02 + j5.59133e+02,1.154082415e+02 + j5.591179025e+02,0.003057,0.5,PASS
rhi,27,p11,2e10,z_driving_point,9.64506e+01 + j-5.55288e+02,9.644527714e+01 + j-5.552749969e+02,0.002493,0.5,PASS
rhi,125,p1,1e9,z_driving_point,4.56896e-01 + j6.51982e-01,4.568958266e-01 + j6.519820207e-01,0.000022,0.5,PASS
rhi,125,p1,5e9,z_driving_point,4.78771e-01 + j3.25838e+00,4.787763148e-01 + j3.258380462e+00,0.000162,0.5,PASS
rhi,125,p1,1e10,z_driving_point,5.42339e-01 + j6.50850e+00,5.423623692e-01 + j6.508498253e+00,0.000359,0.5,PASS
rhi,125,p1,2e10,z_driving_point,7.43043e-01 + j1.29837e+01,7.431377278e-01 + j1.298365728e+01,0.000799,0.5,PASS
rhi,125,p13,1e9,z_driving_point,1.10885e+01 + j3.42009e+01,1.108849057e+01 + j3.420091192e+01,0.000042,0.5,PASS
rhi,125,p13,5e9,z_driving_point,2.29525e+01 + j1.93640e+02,2.295255522e+01 + j1.936391796e+02,0.000422,0.5,PASS
rhi,125,p13,1e10,z_driving_point,1.44162e+02 + j6.42028e+02,1.441516882e+02 + j6.420123818e+02,0.002844,0.5,PASS
rhi,125,p13,2e10,z_driving_point,1.29236e+02 + j-6.89181e+02,1.292280857e+02 + j-6.891647173e+02,0.002582,0.5,PASS
rhi,125,p11,1e9,z_driving_point,7.49534e+00 + j2.89090e+01,7.495346887e+00 + j2.890904478e+01,0.000152,0.5,PASS
rhi,125,p11,5e9,z_driving_point,1.71638e+01 + j1.64363e+02,1.716379918e+01 + j1.643623788e+02,0.000376,0.5,PASS
rhi,125,p11,1e10,z_driving_point,1.21862e+02 + j5.57659e+02,1.218522961e+02 + j5.576445135e+02,0.003055,0.5,PASS
rhi,125,p11,2e10,z_driving_point,9.74015e+01 + j-5.53797e+02,9.739568999e+01 + j-5.537845162e+02,0.002449,0.5,PASS
slo,-40,p1,1e9,z_driving_point,1.90054e-01 + j6.51871e-01,1.900548721e-01 + j6.518711803e-01,0.000131,0.5,PASS
slo,-40,p1,5e9,z_driving_point,2.37032e-01 + j3.24508e+00,2.370473125e-01 + j3.245075702e+00,0.000489,0.5,PASS
slo,-40,p1,1e10,z_driving_point,3.38282e-01 + j6.43349e+00,3.383423218e-01 + j6.433491570e+00,0.000937,0.5,PASS
slo,-40,p1,2e10,z_driving_point,5.19403e-01 + j1.27377e+01,5.196478558e-01 + j1.273766920e+01,0.001936,0.5,PASS
slo,-40,p13,1e9,z_driving_point,4.90174e+00 + j3.43011e+01,4.901752467e+00 + j3.430109862e+01,0.000036,0.5,PASS
slo,-40,p13,5e9,z_driving_point,1.81564e+01 + j1.94939e+02,1.815663627e+01 + j1.949386238e+02,0.000227,0.5,PASS
slo,-40,p13,1e10,z_driving_point,1.56892e+02 + j6.37868e+02,1.568829294e+02 + j6.378529352e+02,0.002677,0.5,PASS
slo,-40,p13,2e10,z_driving_point,1.58018e+02 + j-6.76811e+02,1.580107435e+02 + j-6.767946348e+02,0.002576,0.5,PASS
slo,-40,p11,1e9,z_driving_point,3.27805e+00 + j2.89824e+01,3.278055120e+00 + j2.898241752e+01,0.000063,0.5,PASS
slo,-40,p11,5e9,z_driving_point,1.43577e+01 + j1.65400e+02,1.435780818e+01 + j1.653997702e+02,0.000153,0.5,PASS
slo,-40,p11,1e10,z_driving_point,1.37059e+02 + j5.53216e+02,1.370494575e+02 + j5.532016652e+02,0.003022,0.5,PASS
slo,-40,p11,2e10,z_driving_point,1.20482e+02 + j-5.43838e+02,1.204767060e+02 + j-5.438255704e+02,0.002425,0.5,PASS
slo,27,p1,1e9,z_driving_point,2.53680e-01 + j6.51935e-01,2.536805349e-01 + j6.519351184e-01,0.000078,0.5,PASS
slo,27,p1,5e9,z_driving_point,2.90763e-01 + j3.25192e+00,2.907724080e-01 + j3.251916583e+00,0.000307,0.5,PASS
slo,27,p1,1e10,z_driving_point,3.83251e-01 + j6.46750e+00,3.832888960e-01 + j6.467502449e+00,0.000586,0.5,PASS
slo,27,p1,2e10,z_driving_point,5.89227e-01 + j1.28224e+01,5.893829777e-01 + j1.282239798e+01,0.001215,0.5,PASS
slo,27,p13,1e9,z_driving_point,6.51202e+00 + j3.42867e+01,6.512029724e+00 + j3.428671245e+01,0.000045,0.5,PASS
slo,27,p13,5e9,z_driving_point,2.00169e+01 + j1.94883e+02,2.001706377e+01 + j1.948825878e+02,0.000226,0.5,PASS
slo,27,p13,1e10,z_driving_point,1.62102e+02 + j6.38040e+02,1.620913354e+02 + j6.380253607e+02,0.002751,0.5,PASS
slo,27,p13,2e10,z_driving_point,1.58796e+02 + j-6.74510e+02,1.587877829e+02 + j-6.744943342e+02,0.002553,0.5,PASS
slo,27,p11,1e9,z_driving_point,4.34532e+00 + j2.89732e+01,4.345329313e+00 + j2.897320421e+01,0.000035,0.5,PASS
slo,27,p11,5e9,z_driving_point,1.55883e+01 + j1.65372e+02,1.558835765e+01 + j1.653719053e+02,0.000067,0.5,PASS
slo,27,p11,1e10,z_driving_point,1.40689e+02 + j5.53444e+02,1.406785119e+02 + j5.534301567e+02,0.003041,0.5,PASS
slo,27,p11,2e10,z_driving_point,1.20955e+02 + j-5.42412e+02,1.209488043e+02 + j-5.423999306e+02,0.002441,0.5,PASS
slo,125,p1,1e9,z_driving_point,3.47109e-01 + j6.51970e-01,3.471088554e-01 + j6.519702232e-01,0.000036,0.5,PASS
slo,125,p1,5e9,z_driving_point,3.75266e-01 + j3.25627e+00,3.752733532e-01 + j3.256265681e+00,0.000260,0.5,PASS
slo,125,p1,1e10,z_driving_point,4.52947e-01 + j6.49373e+00,4.529777624e-01 + j6.493726807e+00,0.000475,0.5,PASS
slo,125,p1,2e10,z_driving_point,6.66593e-01 + j1.29143e+01,6.667193956e-01 + j1.291427426e+01,0.000997,0.5,PASS
slo,125,p13,1e9,z_driving_point,8.87334e+00 + j3.42619e+01,8.873342300e+00 + j3.426187141e+01,0.000081,0.5,PASS
slo,125,p13,5e9,z_driving_point,2.28627e+01 + j1.94635e+02,2.286275788e+01 + j1.946348625e+02,0.000076,0.5,PASS
slo,125,p13,1e10,z_driving_point,1.69248e+02 + j6.36616e+02,1.692360798e+02 + j6.366013246e+02,0.002870,0.5,PASS
slo,125,p13,2e10,z_driving_point,1.59773e+02 + j-6.71943e+02,1.597633624e+02 + j-6.719286231e+02,0.002506,0.5,PASS
slo,125,p11,1e9,z_driving_point,5.91084e+00 + j2.89575e+01,5.910845515e+00 + j2.895749013e+01,0.000038,0.5,PASS
slo,125,p11,5e9,z_driving_point,1.74786e+01 + j1.65214e+02,1.747860543e+01 + j1.652134533e+02,0.000329,0.5,PASS
slo,125,p11,1e10,z_driving_point,1.45633e+02 + j5.52532e+02,1.456219893e+02 + j5.525190577e+02,0.002974,0.5,PASS
slo,125,p11,2e10,z_driving_point,1.21534e+02 + j-5.40833e+02,1.215273912e+02 + j-5.408222076e+02,0.002283,0.5,PASS
shi,-40,p1,1e9,z_driving_point,1.90054e-01 + j6.51869e-01,1.900546913e-01 + j6.518687894e-01,0.000106,0.5,PASS
shi,-40,p1,5e9,z_driving_point,2.36864e-01 + j3.24498e+00,2.368794367e-01 + j3.244978681e+00,0.000476,0.5,PASS
shi,-40,p1,1e10,z_driving_point,3.37475e-01 + j6.43329e+00,3.375353617e-01 + j6.433292991e+00,0.000938,0.5,PASS
shi,-40,p1,2e10,z_driving_point,5.16085e-01 + j1.27374e+01,5.163296812e-01 + j1.273735843e+01,0.001947,0.5,PASS
shi,-40,p13,1e9,z_driving_point,4.89258e+00 + j3.42406e+01,4.892594260e+00 + j3.424060344e+01,0.000042,0.5,PASS
shi,-40,p13,5e9,z_driving_point,1.39673e+01 + j1.93646e+02,1.396755148e+01 + j1.936452813e+02,0.000392,0.5,PASS
shi,-40,p13,1e10,z_driving_point,1.05806e+02 + j6.46506e+02,1.058004769e+02 + j6.464886948e+02,0.002773,0.5,PASS
shi,-40,p13,2e10,z_driving_point,1.04925e+02 + j-7.05504e+02,1.049207524e+02 + j-7.054845694e+02,0.002789,0.5,PASS
shi,-40,p11,1e9,z_driving_point,3.27168e+00 + j2.89290e+01,3.271683436e+00 + j2.892895724e+01,0.000147,0.5,PASS
shi,-40,p11,5e9,z_driving_point,1.07221e+01 + j1.64275e+02,1.072223608e+01 + j1.642742725e+02,0.000450,0.5,PASS
shi,-40,p11,1e10,z_driving_point,9.07641e+01 + j5.61341e+02,9.075854100e+01 + j5.613243060e+02,0.003094,0.5,PASS
shi,-40,p11,2e10,z_driving_point,7.90026e+01 + j-5.65019e+02,7.899972683e+01 + j-5.650045773e+02,0.002578,0.5,PASS
shi,27,p1,1e9,z_driving_point,2.53680e-01 + j6.51933e-01,2.536799046e-01 + j6.519326527e-01,0.000051,0.5,PASS
shi,27,p1,5e9,z_driving_point,2.90591e-01 + j3.25182e+00,2.906002909e-01 + j3.251824442e+00,0.000315,0.5,PASS
shi,27,p1,1e10,z_driving_point,3.82432e-01 + j6.46731e+00,3.824701743e-01 + j6.467312491e+00,0.000590,0.5,PASS
shi,27,p1,2e10,z_driving_point,5.85860e-01 + j1.28221e+01,5.860159321e-01 + j1.282211765e+01,0.001223,0.5,PASS
shi,27,p13,1e9,z_driving_point,6.49717e+00 + j3.42264e+01,6.497175048e+00 + j3.422644597e+01,0.000133,0.5,PASS
shi,27,p13,5e9,z_driving_point,1.57979e+01 + j1.93667e+02,1.579810856e+01 + j1.936667321e+02,0.000175,0.5,PASS
shi,27,p13,1e10,z_driving_point,1.10899e+02 + j6.47492e+02,1.108921599e+02 + j6.474743167e+02,0.002886,0.5,PASS
shi,27,p13,2e10,z_driving_point,1.06127e+02 + j-7.03245e+02,1.061218843e+02 + j-7.032267905e+02,0.002660,0.5,PASS
shi,27,p11,1e9,z_driving_point,4.33501e+00 + j2.89199e+01,4.335015043e+00 + j2.891987305e+01,0.000094,0.5,PASS
shi,27,p11,5e9,z_driving_point,1.19323e+01 + j1.64299e+02,1.193239656e+01 + j1.642987902e+02,0.000140,0.5,PASS
shi,27,p11,1e10,z_driving_point,9.42925e+01 + j5.62160e+02,9.428598718e+01 + j5.621434336e+02,0.003123,0.5,PASS
shi,27,p11,2e10,z_driving_point,7.97278e+01 + j-5.63619e+02,7.972411757e+01 + j-5.636054892e+02,0.002460,0.5,PASS
shi,125,p1,1e9,z_driving_point,3.47107e-01 + j6.51968e-01,3.471075289e-01 + j6.519677152e-01,0.000081,0.5,PASS
shi,125,p1,5e9,z_driving_point,3.75088e-01 + j3.25618e+00,3.750953510e-01 + j3.256181796e+00,0.000231,0.5,PASS
shi,125,p1,1e10,z_driving_point,4.52116e-01 + j6.49355e+00,4.521474469e-01 + j6.493552358e+00,0.000484,0.5,PASS
shi,125,p1,2e10,z_driving_point,6.63173e-01 + j1.29140e+01,6.632990426e-01 + j1.291402834e+01,0.000999,0.5,PASS
shi,125,p13,1e9,z_driving_point,8.85008e+00 + j3.42024e+01,8.850080762e+00 + j3.420242676e+01,0.000076,0.5,PASS
shi,125,p13,5e9,z_driving_point,1.86061e+01 + j1.93541e+02,1.860618686e+01 + j1.935408886e+02,0.000073,0.5,PASS
shi,125,p13,1e10,z_driving_point,1.18155e+02 + j6.47213e+02,1.181476586e+02 + j6.471962912e+02,0.002774,0.5,PASS
shi,125,p13,2e10,z_driving_point,1.07580e+02 + j-7.00744e+02,1.075735140e+02 + j-7.007257508e+02,0.002732,0.5,PASS
shi,125,p11,1e9,z_driving_point,5.89472e+00 + j2.89046e+01,5.894725632e+00 + j2.890461539e+01,0.000056,0.5,PASS
shi,125,p11,5e9,z_driving_point,1.37969e+01 + j1.64223e+02,1.379695200e+01 + j1.642231236e+02,0.000081,0.5,PASS
shi,125,p11,1e10,z_driving_point,9.93049e+01 + j5.62076e+02,9.929744683e+01 + j5.620598445e+02,0.003117,0.5,PASS
shi,125,p11,2e10,z_driving_point,8.05877e+01 + j-5.62079e+02,8.058335202e+01 + j-5.620658038e+02,0.002447,0.5,PASS
rlo_slo,-40,p1,1e9,z_driving_point,1.31263e-01 + j6.51703e-01,1.312636292e-01 + j6.517031428e-01,0.000097,0.5,PASS
rlo_slo,-40,p1,5e9,z_driving_point,1.91988e-01 + j3.23021e+00,1.920085298e-01 + j3.230209864e+00,0.000634,0.5,PASS
rlo_slo,-40,p1,1e10,z_driving_point,2.91218e-01 + j6.37936e+00,2.913021513e-01 + j6.379355734e+00,0.001319,0.5,PASS
rlo_slo,-40,p1,2e10,z_driving_point,4.32231e-01 + j1.26428e+01,4.325716659e-01 + j1.264283351e+01,0.002706,0.5,PASS
rlo_slo,-40,p13,1e9,z_driving_point,3.70568e+00 + j3.43085e+01,3.705699528e+00 + j3.430854495e+01,0.000142,0.5,PASS
rlo_slo,-40,p13,5e9,z_driving_point,1.69030e+01 + j1.94718e+02,1.690335477e+01 + j1.947174660e+02,0.000328,0.5,PASS
rlo_slo,-40,p13,1e10,z_driving_point,1.52049e+02 + j6.35939e+02,1.520415229e+02 + j6.359223403e+02,0.002793,0.5,PASS
rlo_slo,-40,p13,2e10,z_driving_point,1.57302e+02 + j-6.79309e+02,1.572964976e+02 + j-6.792921345e+02,0.002544,0.5,PASS
rlo_slo,-40,p11,1e9,z_driving_point,2.42307e+00 + j2.89877e+01,2.423081350e+00 + j2.898764905e+01,0.000179,0.5,PASS
rlo_slo,-40,p11,5e9,z_driving_point,1.34548e+01 + j1.65242e+02,1.345504276e+01 + j1.652415846e+02,0.000290,0.5,PASS
rlo_slo,-40,p11,1e10,z_driving_point,1.33395e+02 + j5.51809e+02,1.333866114e+02 + j5.517939987e+02,0.003028,0.5,PASS
rlo_slo,-40,p11,2e10,z_driving_point,1.19979e+02 + j-5.45424e+02,1.199749068e+02 + j-5.454114380e+02,0.002366,0.5,PASS
rlo_slo,27,p1,1e9,z_driving_point,1.74223e-01 + j6.51843e-01,1.742238681e-01 + j6.518427247e-01,0.000135,0.5,PASS
rlo_slo,27,p1,5e9,z_driving_point,2.24411e-01 + j3.24228e+00,2.244268341e-01 + j3.242283835e+00,0.000501,0.5,PASS
