f_hz,l_se_raw_h,q_se_raw,l_se_h,q_se,re_zse_ohm,im_zse_ohm,l_diff_h,q_diff,re_zdiff_ohm,im_zdiff_ohm
2.135e+10,9.72374e-11,13.7951,8.96636e-11,12.7395,0.944154,12.028,8.92284e-11,12.8505,0.931456,11.9696
2.14e+10,9.72355e-11,13.8119,8.96613e-11,12.755,0.945186,12.0559,8.92241e-11,12.8666,0.932419,11.9971
2.145e+10,9.72336e-11,13.8288,8.9659e-11,12.7706,0.946213,12.0837,8.92198e-11,12.8828,0.933378,12.0245
2.15e+10,9.72317e-11,13.8457,8.96568e-11,12.7862,0.947239,12.1116,8.92156e-11,12.899,0.934335,12.052
2.155e+10,9.72299e-11,13.8625,8.96546e-11,12.8018,0.948263,12.1395,8.92114e-11,12.9152,0.93529,12.0795
2.16e+10,9.72281e-11,13.8794,8.96525e-11,12.8174,0.949286,12.1673,8.92072e-11,12.9314,0.936243,12.1069
2.165e+10,9.72264e-11,13.8963,8.96504e-11,12.833,0.9503,12.1952,8.9203e-11,12.9476,0.937188,12.1344
2.17e+10,9.72248e-11,13.9132,8.96484e-11,12.8487,0.951315,12.2231,8.9199e-11,12.9639,0.938133,12.1618
2.175e+10,9.72231e-11,13.9301,8.96464e-11,12.8643,0.95233,12.251,8.91949e-11,12.9801,0.939078,12.1893
2.18e+10,9.72215e-11,13.9471,8.96444e-11,12.8799,0.953336,12.2789,8.91908e-11,12.9964,0.940015,12.2168
2.185e+10,9.722e-11,13.964,8.96425e-11,12.8956,0.954344,12.3068,8.91869e-11,13.0126,0.940952,12.2442
2.19e+10,9.72185e-11,13.9809,8.96406e-11,12.9112,0.955348,12.3347,8.91829e-11,13.0289,0.941886,12.2717
2.195e+10,9.7217e-11,13.9979,8.96387e-11,12.9269,0.95635,12.3626,8.9179e-11,13.0452,0.942817,12.2992
2.2e+10,9.72156e-11,14.0148,8.9637e-11,12.9425,0.957348,12.3905,8.91751e-11,13.0615,0.943744,12.3267
2.205e+10,9.72142e-11,14.0318,8.96352e-11,12.9582,0.958345,12.4184,8.91713e-11,13.0778,0.94467,12.3542
2.21e+10,9.72128e-11,14.0487,8.96335e-11,12.9739,0.959338,12.4464,8.91674e-11,13.0941,0.945592,12.3816
2.215e+10,9.72115e-11,14.0657,8.96318e-11,12.9896,0.960329,12.4743,8.91636e-11,13.1104,0.946511,12.4091
2.22e+10,9.72103e-11,14.0827,8.96302e-11,13.0053,0.961315,12.5022,8.91599e-11,13.1268,0.947425,12.4366
2.225e+10,9.72091e-11,14.0997,8.96286e-11,13.021,0.962301,12.5302,8.91562e-11,13.1431,0.948339,12.4641
2.23e+10,9.72079e-11,14.1167,8.9627e-11,13.0368,0.963284,12.5581,8.91525e-11,13.1595,0.949249,12.4916
2.235e+10,9.72068e-11,14.1338,8.96255e-11,13.0525,0.964262,12.586,8.91489e-11,13.1759,0.950155,12.5191
2.24e+10,9.72056e-11,14.1508,8.9624e-11,13.0683,0.965238,12.614,8.91453e-11,13.1923,0.951058,12.5466
2.245e+10,9.72046e-11,14.1679,8.96226e-11,13.084,0.966211,12.6419,8.91417e-11,13.2087,0.951958,12.5741
2.25e+10,9.72036e-11,14.1849,8.96212e-11,13.0998,0.967183,12.6699,8.91382e-11,13.2251,0.952858,12.6016
2.255e+10,9.72026e-11,14.202,8.96198e-11,13.1156,0.96815,12.6979,8.91347e-11,13.2415,0.953751,12.6291
2.26e+10,9.72017e-11,14.219,8.96185e-11,13.1313,0.969119,12.7258,8.91312e-11,13.2579,0.954646,12.6566
2.265e+10,9.72008e-11,14.2362,8.96172e-11,13.1472,0.970078,12.7538,8.91278e-11,13.2744,0.955531,12.6841
2.27e+10,9.71999e-11,14.2533,8.9616e-11,13.163,0.971038,12.7818,8.91244e-11,13.2909,0.956418,12.7117
2.275e+10,9.71991e-11,14.2704,8.96148e-11,13.1788,0.971996,12.8098,8.9121e-11,13.3074,0.957301,12.7392
2.28e+10,9.71983e-11,14.2875,8.96136e-11,13.1947,0.97295,12.8377,8.91177e-11,13.3239,0.95818,12.7667
2.285e+10,9.71976e-11,14.3046,8.96125e-11,13.2105,0.973903,12.8657,8.91144e-11,13.3404,0.959058,12.7942
2.29e+10,9.71969e-11,14.3218,8.96114e-11,13.2264,0.974852,12.8937,8.91111e-11,13.3569,0.959932,12.8217
2.295e+10,9.71963e-11,14.339,8.96104e-11,13.2423,0.975796,12.9217,8.91079e-11,13.3735,0.9608,12.8493
2.3e+10,9.71957e-11,14.3561,8.96094e-11,13.2581,0.97674,12.9497,8.91047e-11,13.3901,0.961669,12.8768
2.305e+10,9.71951e-11,14.3733,8.96084e-11,13.274,0.977682,12.9778,8.91015e-11,13.4066,0.962535,12.9043
2.31e+10,9.71945e-11,14.3905,8.96075e-11,13.2899,0.978619,13.0058,8.90984e-11,13.4232,0.963397,12.9319
2.315e+10,9.71941e-11,14.4077,8.96066e-11,13.3059,0.979553,13.0338,8.90953e-11,13.4398,0.964254,12.9594
2.32e+10,9.71936e-11,14.4249,8.96057e-11,13.3218,0.980486,13.0618,8.90922e-11,13.4565,0.96511,12.987
2.325e+10,9.71932e-11,14.4422,8.96049e-11,13.3377,0.981415,13.0899,8.90892e-11,13.4731,0.965963,13.0145
2.33e+10,9.71928e-11,14.4594,8.96041e-11,13.3537,0.982344,13.1179,8.90862e-11,13.4897,0.966815,13.0421
2.335e+10,9.71925e-11,14.4766,8.96034e-11,13.3696,0.983269,13.1459,8.90832e-11,13.5064,0.967662,13.0696
2.34e+10,9.71922e-11,14.4939,8.96027e-11,13.3856,0.984192,13.174,8.90803e-11,13.523,0.968508,13.0972
2.345e+10,9.71919e-11,14.5112,8.96021e-11,13.4015,0.985112,13.202,8.90774e-11,13.5397,0.96935,13.1247
2.35e+10,9.71917e-11,14.5284,8.96014e-11,13.4175,0.98603,13.2301,8.90746e-11,13.5564,0.97019,13.1523
2.355e+10,9.71915e-11,14.5458,8.96009e-11,13.4336,0.986942,13.2582,8.90717e-11,13.5732,0.971024,13.1799
2.36e+10,9.71914e-11,14.563,8.96003e-11,13.4495,0.987857,13.2862,8.90689e-11,13.5898,0.97186,13.2074
2.365e+10,9.71913e-11,14.5803,8.95998e-11,13.4656,0.988767,13.3143,8.90662e-11,13.6066,0.972691,13.235
2.37e+10,9.71912e-11,14.5976,8.95993e-11,13.4815,0.989678,13.3424,8.90634e-11,13.6233,0.973524,13.2626
2.375e+10,9.71912e-11,14.615,8.95989e-11,13.4976,0.99058,13.3705,8.90607e-11,13.6401,0.974346,13.2901
2.38e+10,9.71912e-11,14.6323,8.95985e-11,13.5136,0.991485,13.3985,8.90581e-11,13.6568,0.975172,13.3177
2.385e+10,9.71912e-11,14.6496,8.95981e-11,13.5296,0.992388,13.4266,8.90554e-11,13.6735,0.975995,13.3453
2.39e+10,9.71913e-11,14.6669,8.95978e-11,13.5457,0.993285,13.4547,8.90528e-11,13.6904,0.976812,13.3729
2.395e+10,9.71915e-11,14.6842,8.95975e-11,13.5617,0.994184,13.4828,8.90503e-11,13.7071,0.977631,13.4005
2.4e+10,9.71916e-11,14.7016,8.95973e-11,13.5778,0.995076,13.511,8.90477e-11,13.7239,0.978442,13.4281
2.405e+10,9.71918e-11,14.7189,8.95971e-11,13.5938,0.995971,13.5391,8.90452e-11,13.7407,0.979257,13.4557
2.41e+10,9.71921e-11,14.7363,8.95969e-11,13.6099,0.996859,13.5672,8.90427e-11,13.7575,0.980064,13.4833
2.415e+10,9.71923e-11,14.7537,8.95968e-11,13.626,0.997748,13.5953,8.90403e-11,13.7744,0.980872,13.5109
2.42e+10,9.71927e-11,14.771,8.95967e-11,13.642,0.998638,13.6235,8.90379e-11,13.7911,0.98168,13.5385
2.425e+10,9.7193e-11,14.7884,8.95966e-11,13.6581,0.999521,13.6516,8.90355e-11,13.808,0.982482,13.5661
2.43e+10,9.71934e-11,14.8057,8.95966e-11,13.6742,1.00041,13.6797,8.90332e-11,13.8248,0.983285,13.5937
2.435e+10,9.71938e-11,14.8231,8.95966e-11,13.6902,1.00129,13.7079,8.90309e-11,13.8416,0.984085,13.6213
2.44e+10,9.71943e-11,14.8404,8.95966e-11,13.7063,1.00217,13.736,8.90286e-11,13.8584,0.984884,13.6489
2.445e+10,9.71948e-11,14.8578,8.95967e-11,13.7224,1.00305,13.7642,8.90263e-11,13.8753,0.985678,13.6766
2.45e+10,9.71953e-11,14.8752,8.95968e-11,13.7385,1.00392,13.7924,8.90241e-11,13.8921,0.986472,13.7042
2.455e+10,9.71959e-11,14.8925,8.9597e-11,13.7545,1.0048,13.8205,8.90219e-11,13.9089,0.987266,13.7318
2.46e+10,9.71965e-11,14.9098,8.95972e-11,13.7705,1.00568,13.8487,8.90197e-11,13.9258,0.988058,13.7595
2.465e+10,9.71972e-11,14.9271,8.95974e-11,13.7866,1.00655,13.8769,8.90176e-11,13.9426,0.98885,13.7871
2.47e+10,9.71978e-11,14.9445,8.95976e-11,13.8026,1.00742,13.9051,8.90155e-11,13.9594,0.989636,13.8147
2.475e+10,9.71985e-11,14.9618,8.95979e-11,13.8187,1.00829,13.9333,8.90134e-11,13.9762,0.990424,13.8424
2.48e+10,9.71993e-11,14.9791,8.95983e-11,13.8347,1.00916,13.9615,8.90114e-11,13.993,0.99121,13.87
2.485e+10,9.72001e-11,14.9964,8.95986e-11,13.8507,1.01003,13.9897,8.90094e-11,14.0098,0.991995,13.8977
2.49e+10,9.72009e-11,15.0137,8.9599e-11,13.8667,1.0109,14.0179,8.90074e-11,14.0266,0.992779,13.9253
2.495e+10,9.72018e-11,15.0309,8.95995e-11,13.8827,1.01177,14.0461,8.90055e-11,14.0434,0.993563,13.953
2.5e+10,9.72027e-11,15.0482,8.95999e-11,13.8987,1.01264,14.0743,8.90035e-11,14.0602,0.994344,13.9806
2.505e+10,9.72036e-11,15.0655,8.96004e-11,13.9147,1.0135,14.1026,8.90016e-11,14.0769,0.995124,14.0083
2.51e+10,9.72046e-11,15.0827,8.9601e-11,13.9307,1.01437,14.1308,8.89998e-11,14.0937,0.995903,14.036
2.515e+10,9.72056e-11,15.0999,8.96015e-11,13.9466,1.01523,14.159,8.89979e-11,14.1104,0.996685,14.0636
2.52e+10,9.72066e-11,15.1171,8.96021e-11,13.9625,1.0161,14.1873,8.89961e-11,14.1272,0.997463,14.0913
2.525e+10,9.72077e-11,15.1342,8.96028e-11,13.9784,1.01696,14.2155,8.89943e-11,14.1439,0.998242,14.119
2.53e+10,9.72088e-11,15.1514,8.96035e-11,13.9943,1.01783,14.2438,8.89926e-11,14.1605,0.99902,14.1467
2.535e+10,9.72099e-11,15.1685,8.96041e-11,14.0102,1.01869,14.272,8.89909e-11,14.1772,0.999798,14.1744
2.54e+10,9.72111e-11,15.1856,8.96049e-11,14.026,1.01955,14.3003,8.89892e-11,14.1939,1.00058,14.202
2.545e+10,9.72123e-11,15.2027,8.96057e-11,14.0419,1.02042,14.3286,8.89875e-11,14.2105,1.00135,14.2297
2.55e+10,9.72136e-11,15.2198,8.96065e-11,14.0577,1.02128,14.3569,8.89859e-11,14.2272,1.00213,14.2574
2.555e+10,9.72148e-11,15.2368,8.96073e-11,14.0735,1.02215,14.3851,8.89843e-11,14.2437,1.00291,14.2851
2.56e+10,9.72162e-11,15.2538,8.96082e-11,14.0892,1.02301,14.4134,8.89827e-11,14.2603,1.00368,14.3128
2.565e+10,9.72175e-11,15.2708,8.96091e-11,14.105,1.02388,14.4417,8.89812e-11,14.2768,1.00446,14.3405
2.57e+10,9.72189e-11,15.2878,8.961e-11,14.1207,1.02474,14.47,8.89796e-11,14.2934,1.00524,14.3682
2.575e+10,9.72203e-11,15.3047,8.9611e-11,14.1364,1.02561,14.4983,8.89781e-11,14.3099,1.00602,14.396
2.58e+10,9.72217e-11,15.3216,8.9612e-11,14.152,1.02647,14.5267,8.89767e-11,14.3263,1.00679,14.4237
2.585e+10,9.72232e-11,15.3384,8.9613e-11,14.1676,1.02734,14.555,8.89752e-11,14.3428,1.00757,14.4514
2.59e+10,9.72247e-11,15.3552,8.9614e-11,14.1832,1.02821,14.5833,8.89738e-11,14.3591,1.00836,14.4791
2.595e+10,9.72262e-11,15.372,8.96151e-11,14.1987,1.02908,14.6116,8.89724e-11,14.3755,1.00914,14.5068
2.6e+10,9.72278e-11,15.3887,8.96162e-11,14.2143,1.02995,14.64,8.8971e-11,14.3919,1.00992,14.5346
2.605e+10,9.72294e-11,15.4054,8.96174e-11,14.2297,1.03082,14.6683,8.89697e-11,14.4081,1.0107,14.5623
2.61e+10,9.7231e-11,15.422,8.96186e-11,14.2451,1.0317,14.6967,8.89683e-11,14.4244,1.01148,14.59
2.615e+10,9.72327e-11,15.4387,8.96198e-11,14.2606,1.03257,14.725,8.89671e-11,14.4406,1.01227,14.6178
2.62e+10,9.72344e-11,15.4552,8.9621e-11,14.2759,1.03345,14.7534,8.89658e-11,14.4567,1.01306,14.6455
2.625e+10,9.72361e-11,15.4717,8.96223e-11,14.2912,1.03432,14.7817,8.89646e-11,14.4729,1.01384,14.6732
2.63e+10,9.72379e-11,15.4882,8.96236e-11,14.3065,1.0352,14.8101,8.89633e-11,14.489,1.01463,14.701
2.635e+10,9.72397e-11,15.5046,8.96249e-11,14.3217,1.03608,14.8385,8.89621e-11,14.505,1.01542,14.7287
2.64e+10,9.72415e-11,15.521,8.96263e-11,14.3369,1.03697,14.8669,8.89609e-11,14.521,1.01621,14.7565
2.645e+10,9.72433e-11,15.5373,8.96277e-11,14.352,1.03785,14.8952,8.89598e-11,14.537,1.01701,14.7843
2.65e+10,9.72452e-11,15.5536,8.96291e-11,14.3671,1.03873,14.9236,8.89587e-11,14.5529,1.0178,14.812
2.655e+10,9.72471e-11,15.5698,8.96305e-11,14.3821,1.03963,14.952,8.89576e-11,14.5688,1.0186,14.8398
2.66e+10,9.7249e-11,15.5859,8.9632e-11,14.3971,1.04052,14.9804,8.89565e-11,14.5846,1.0194,14.8675
2.665e+10,9.7251e-11,15.602,8.96335e-11,14.4121,1.04141,15.0089,8.89554e-11,14.6003,1.0202,14.8953
2.67e+10,9.7253e-11,15.6181,8.96351e-11,14.4269,1.0423,15.0373,8.89544e-11,14.6161,1.02101,14.9231
2.675e+10,9.7255e-11,15.634,8.96366e-11,14.4418,1.0432,15.0657,8.89534e-11,14.6317,1.02181,14.9509
2.68e+10,9.72571e-11,15.65,8.96382e-11,14.4565,1.0441,15.0941,8.89524e-11,14.6473,1.02262,14.9786
2.685e+10,9.72592e-11,15.6658,8.96398e-11,14.4713,1.04501,15.1226,8.89514e-11,14.6629,1.02343,15.0064
2.69e+10,9.72613e-11,15.6816,8.96414e-11,14.4859,1.04591,15.151,8.89505e-11,14.6783,1.02424,15.0342
2.695e+10,9.72634e-11,15.6973,8.96431e-11,14.5005,1.04682,15.1794,8.89495e-11,14.6937,1.02506,15.062
2.7e+10,9.72656e-11,15.713,8.96448e-11,14.515,1.04773,15.2079,8.89486e-11,14.7091,1.02588,15.0898
2.705e+10,9.72678e-11,15.7286,8.96465e-11,14.5295,1.04865,15.2363,8.89477e-11,14.7244,1.0267,15.1176
2.71e+10,9.727e-11,15.7441,8.96483e-11,14.5439,1.04957,15.2648,8.89469e-11,14.7397,1.02753,15.1454
2.715e+10,9.72722e-11,15.7596,8.96501e-11,14.5583,1.05049,15.2933,8.8946e-11,14.7549,1.02835,15.1732
2.72e+10,9.72745e-11,15.775,8.96519e-11,14.5726,1.05141,15.3217,8.89452e-11,14.77,1.02918,15.201
2.725e+10,9.72768e-11,15.7902,8.96537e-11,14.5867,1.05234,15.3502,8.89444e-11,14.785,1.03001,15.2288
2.73e+10,9.72791e-11,15.8055,8.96556e-11,14.6009,1.05327,15.3787,8.89436e-11,14.8,1.03085,15.2566
2.735e+10,9.72815e-11,15.8207,8.96574e-11,14.615,1.05421,15.4072,8.89429e-11,14.8149,1.03169,15.2844
2.74e+10,9.72839e-11,15.8358,8.96593e-11,14.629,1.05514,15.4357,8.89421e-11,14.8298,1.03253,15.3122
2.745e+10,9.72863e-11,15.8508,8.96613e-11,14.643,1.05608,15.4642,8.89414e-11,14.8446,1.03337,15.34
2.75e+10,9.72887e-11,15.8657,8.96632e-11,14.6568,1.05703,15.4927,8.89407e-11,14.8593,1.03422,15.3678
2.755e+10,9.72912e-11,15.8806,8.96652e-11,14.6706,1.05798,15.5212,8.894e-11,14.8739,1.03508,15.3957
2.76e+10,9.72937e-11,15.8954,8.96673e-11,14.6844,1.05893,15.5497,8.89394e-11,14.8886,1.03593,15.4235
2.765e+10,9.72962e-11,15.9101,8.96693e-11,14.698,1.05989,15.5783,8.89387e-11,14.903,1.03679,15.4513
2.77e+10,9.72988e-11,15.9247,8.96714e-11,14.7116,1.06085,15.6068,8.89381e-11,14.9175,1.03765,15.4792
2.775e+10,9.73014e-11,15.9392,8.96734e-11,14.7251,1.06181,15.6353,8.89375e-11,14.9318,1.03852,15.507
2.78e+10,9.7304e-11,15.9537,8.96756e-11,14.7386,1.06278,15.6639,8.89369e-11,14.9461,1.03939,15.5348
2.785e+10,9.73066e-11,15.9681,8.96777e-11,14.7519,1.06375,15.6924,8.89364e-11,14.9604,1.04026,15.5627
2.79e+10,9.73092e-11,15.9824,8.96799e-11,14.7652,1.06473,15.721,8.89358e-11,14.9745,1.04114,15.5905
2.795e+10,9.73119e-11,15.9966,8.96821e-11,14.7784,1.06571,15.7495,8.89353e-11,14.9886,1.04202,15.6184
2.8e+10,9.73146e-11,16.0107,8.96843e-11,14.7915,1.0667,15.7781,8.89348e-11,15.0026,1.0429,15.6462
2.805e+10,9.73174e-11,16.0248,8.96865e-11,14.8046,1.06769,15.8067,8.89343e-11,15.0165,1.04379,15.6741
2.81e+10,9.73201e-11,16.0387,8.96888e-11,14.8175,1.06868,15.8352,8.89338e-11,15.0303,1.04469,15.7019
2.815e+10,9.73229e-11,16.0526,8.96911e-11,14.8304,1.06968,15.8638,8.89334e-11,15.044,1.04558,15.7298
2.82e+10,9.73257e-11,16.0663,8.96934e-11,14.8432,1.07068,15.8924,8.8933e-11,15.0577,1.04648,15.7577
2.825e+10,9.73286e-11,16.0801,8.96958e-11,14.856,1.07169,15.921,8.89325e-11,15.0714,1.04738,15.7855
2.83e+10,9.73314e-11,16.0936,8.96982e-11,14.8686,1.0727,15.9496,8.89321e-11,15.0849,1.04829,15.8134
2.835e+10,9.73344e-11,16.1072,8.97006e-11,14.8812,1.07372,15.9782,8.89318e-11,15.0984,1.0492,15.8413
2.84e+10,9.73373e-11,16.1206,8.9703e-11,14.8937,1.07474,16.0068,8.89314e-11,15.1117,1.05012,15.8691
2.845e+10,9.73402e-11,16.1339,8.97055e-11,14.9061,1.07576,16.0354,8.89311e-11,15.125,1.05104,15.897
2.85e+10,9.73432e-11,16.1472,8.97079e-11,14.9185,1.07679,16.0641,8.89308e-11,15.1383,1.05196,15.9249
2.855e+10,9.73462e-11,16.1604,8.97104e-11,14.9307,1.07783,16.0927,8.89305e-11,15.1514,1.05289,15.9528
2.86e+10,9.73492e-11,16.1734,8.9713e-11,14.9429,1.07887,16.1213,8.89303e-11,15.1645,1.05382,15.9807
2.865e+10,9.73523e-11,16.1864,8.97155e-11,14.955,1.07991,16.15,8.893e-11,15.1775,1.05476,16.0086
2.87e+10,9.73554e-11,16.1994,8.97181e-11,14.967,1.08096,16.1786,8.89298e-11,15.1904,1.0557,16.0365
2.875e+10,9.73585e-11,16.2122,8.97207e-11,14.9789,1.08201,16.2073,8.89296e-11,15.2033,1.05664,16.0644
2.88e+10,9.73617e-11,16.2249,8.97234e-11,14.9908,1.08306,16.236,8.89294e-11,15.2161,1.05759,16.0923
2.885e+10,9.73648e-11,16.2376,8.9726e-11,15.0025,1.08413,16.2646,8.89292e-11,15.2287,1.05854,16.1202
2.89e+10,9.7368e-11,16.2501,8.97287e-11,15.0142,1.08519,16.2933,8.89291e-11,15.2414,1.05949,16.1481
2.895e+10,9.73713e-11,16.2626,8.97315e-11,15.0258,1.08626,16.322,8.8929e-11,15.2539,1.06045,16.176
2.9e+10,9.73745e-11,16.275,8.97342e-11,15.0374,1.08734,16.3507,8.89289e-11,15.2664,1.06141,16.2039
2.905e+10,9.73778e-11,16.2873,8.9737e-11,15.0488,1.08842,16.3794,8.89288e-11,15.2788,1.06238,16.2319
2.91e+10,9.73811e-11,16.2995,8.97398e-11,15.0602,1.0895,16.4081,8.89288e-11,15.2912,1.06335,16.2598
2.915e+10,9.73845e-11,16.3116,8.97426e-11,15.0715,1.09059,16.4368,8.89287e-11,15.3034,1.06432,16.2877
2.92e+10,9.73878e-11,16.3237,8.97455e-11,15.0827,1.09168,16.4655,8.89287e-11,15.3156,1.0653,16.3157
2.925e+10,9.73912e-11,16.3356,8.97484e-11,15.0939,1.09278,16.4942,8.89287e-11,15.3277,1.06628,16.3436
2.93e+10,9.73947e-11,16.3476,8.97513e-11,15.105,1.09387,16.523,8.89288e-11,15.3398,1.06726,16.3716
2.935e+10,9.73981e-11,16.3594,8.97543e-11,15.116,1.09498,16.5517,8.89289e-11,15.3518,1.06825,16.3995
2.94e+10,9.74016e-11,16.3711,8.97572e-11,15.1269,1.09609,16.5805,8.89289e-11,15.3637,1.06924,16.4275
2.945e+10,9.74051e-11,16.3827,8.97602e-11,15.1378,1.0972,16.6092,8.89291e-11,15.3756,1.07023,16.4554
2.95e+10,9.74087e-11,16.3944,8.97633e-11,15.1486,1.09832,16.638,8.89292e-11,15.3874,1.07123,16.4834
2.955e+10,9.74123e-11,16.4058,8.97663e-11,15.1593,1.09944,16.6667,8.89294e-11,15.3991,1.07223,16.5113
2.96e+10,9.74159e-11,16.4173,8.97694e-11,15.17,1.10056,16.6955,8.89296e-11,15.4108,1.07323,16.5393
2.965e+10,9.74196e-11,16.4286,8.97726e-11,15.1806,1.10169,16.7243,8.89298e-11,15.4224,1.07424,16.5673
2.97e+10,9.74232e-11,16.4399,8.97757e-11,15.1911,1.10282,16.7531,8.893e-11,15.434,1.07524,16.5953
2.975e+10,9.7427e-11,16.4512,8.97789e-11,15.2016,1.10396,16.7819,8.89303e-11,15.4455,1.07626,16.6233
2.98e+10,9.74307e-11,16.4623,8.97821e-11,15.212,1.1051,16.8107,8.89306e-11,15.4569,1.07727,16.6513
2.985e+10,9.74345e-11,16.4734,8.97854e-11,15.2224,1.10624,16.8395,8.89309e-11,15.4683,1.07828,16.6793
2.99e+10,9.74383e-11,16.4845,8.97887e-11,15.2327,1.10738,16.8684,8.89313e-11,15.4797,1.0793,16.7073
2.995e+10,9.74421e-11,16.4955,8.9792e-11,15.2429,1.10853,16.8972,8.89316e-11,15.491,1.08032,16.7353
3e+10,9.7446e-11,16.5064,8.97953e-11,15.2531,1.10967,16.926,8.8932e-11,15.5023,1.08134,16.7633
