f_hz,l_se_raw_h,q_se_raw,l_se_h,q_se,re_zse_ohm,im_zse_ohm,l_diff_h,q_diff,re_zdiff_ohm,im_zdiff_ohm
950000000,4.27502e-09,5.45484,4.27184e-09,5.45085,4.67793,25.4987,4.267e-09,5.50131,4.62978,25.4699
1000000000,4.27949e-09,5.70725,4.27631e-09,5.70309,4.71128,26.8689,4.2708e-09,5.76221,4.65694,26.8342
1050000000,4.28419e-09,5.95452,4.28101e-09,5.95019,4.74662,28.2433,4.2748e-09,6.01894,4.6856,28.2023
1100000000,4.28912e-09,6.19645,4.28594e-09,6.19196,4.78399,29.6223,4.279e-09,6.27135,4.71578,29.5743
1150000000,4.29427e-09,6.43286,4.29109e-09,6.42822,4.82342,31.006,4.2834e-09,6.51931,4.7475,30.9504
1200000000,4.29966e-09,6.66357,4.29647e-09,6.65878,4.86495,32.3946,4.288e-09,6.76266,4.78077,32.3308
1250000000,4.30526e-09,6.88843,4.30208e-09,6.88349,4.90862,33.7884,4.29281e-09,7.0013,4.81562,33.7156
1300000000,4.3111e-09,7.10728,4.30791e-09,7.10222,4.95446,35.1876,4.29782e-09,7.23511,4.85206,35.1052
1350000000,4.31717e-09,7.32003,4.31398e-09,7.31483,5.0025,36.5925,4.30303e-09,7.46397,4.8901,36.4996
1400000000,4.32346e-09,7.52654,4.32027e-09,7.52122,5.05278,38.0031,4.30845e-09,7.68781,4.92977,37.8991
1450000000,4.32999e-09,7.72671,4.3268e-09,7.72128,5.10534,39.4198,4.31408e-09,7.90652,4.97108,39.3039
1500000000,4.33675e-09,7.92048,4.33355e-09,7.91494,5.16021,40.8428,4.31992e-09,8.12004,5.01405,40.7143
1550000000,4.34373e-09,8.10779,4.34054e-09,8.10215,5.21741,42.2722,4.32597e-09,8.32831,5.05869,42.1303
1600000000,4.35096e-09,8.28859,4.34776e-09,8.28286,5.27698,43.7085,4.33223e-09,8.53125,5.10503,43.5523
1650000000,4.35842e-09,8.46286,4.35522e-09,8.45703,5.33895,45.1516,4.3387e-09,8.72884,5.15309,44.9805
1700000000,4.36611e-09,8.63057,4.36291e-09,8.62466,5.40335,46.602,4.34539e-09,8.92103,5.20287,46.415
1750000000,4.37404e-09,8.79175,4.37084e-09,8.78576,5.4702,48.0599,4.3523e-09,9.1078,5.25441,47.8561
1800000000,4.38222e-09,8.9464,4.37901e-09,8.94035,5.53955,49.5255,4.35943e-09,9.28913,5.30771,49.304
1850000000,4.39063e-09,9.09457,4.38743e-09,9.08846,5.6114,50.999,4.36678e-09,9.46501,5.3628,50.7589
1900000000,4.39929e-09,9.23633,4.39609e-09,9.23016,5.68578,52.4807,4.37435e-09,9.63546,5.41969,52.2212
1950000000,4.4082e-09,9.37173,4.40499e-09,9.36551,5.76273,53.9709,4.38215e-09,9.80049,5.4784,53.691
2000000000,4.41736e-09,9.50085,4.41415e-09,9.49459,5.84226,55.4699,4.39017e-09,9.9601,5.53895,55.1685
2050000000,4.42678e-09,9.62378,4.42356e-09,9.61749,5.9244,56.9778,4.39843e-09,10.1143,5.60136,56.6541
2100000000,4.43645e-09,9.74065,4.43323e-09,9.73432,6.00917,58.4951,4.40691e-09,10.2633,5.66563,58.1479
2150000000,4.44638e-09,9.85155,4.44316e-09,9.8452,6.09658,60.022,4.41564e-09,10.4069,5.7318,59.6502
2200000000,4.45658e-09,9.95662,4.45336e-09,9.95024,6.18667,61.5588,4.4246e-09,10.5453,5.79987,61.1613
2250000000,4.46704e-09,10.056,4.46382e-09,10.0496,6.27945,63.1058,4.43381e-09,10.6785,5.86987,62.6815
2300000000,4.47778e-09,10.1498,4.47456e-09,10.1434,6.37494,64.6633,4.44326e-09,10.8067,5.9418,64.2109
2350000000,4.4888e-09,10.2381,4.48558e-09,10.2317,6.47317,66.2317,4.45295e-09,10.9298,6.01568,65.75
2400000000,4.5001e-09,10.3212,4.49688e-09,10.3148,6.57416,67.8113,4.4629e-09,11.0479,6.09155,67.299
2450000000,4.51169e-09,10.3992,4.50846e-09,10.3928,6.67792,69.4024,4.47311e-09,11.1612,6.1694,68.8582
2500000000,4.52357e-09,10.4722,4.52034e-09,10.4658,6.78449,71.0054,4.48357e-09,11.2698,6.24925,70.4278
2550000000,4.53575e-09,10.5405,4.53252e-09,10.5341,6.89388,72.6206,4.4943e-09,11.3737,6.33113,72.0082
2600000000,4.54824e-09,10.604,4.54501e-09,10.5977,7.00612,74.2485,4.5053e-09,11.473,6.41504,73.5998
2650000000,4.56103e-09,10.6631,4.5578e-09,10.6568,7.12123,75.8894,4.51656e-09,11.5679,6.50101,75.2028
2700000000,4.57415e-09,10.7179,4.57091e-09,10.7116,7.23925,77.5437,4.52811e-09,11.6584,6.58905,76.8175
2750000000,4.58759e-09,10.7685,4.58435e-09,10.7622,7.36021,79.2119,4.53993e-09,11.7446,6.67919,78.4444
2800000000,4.60136e-09,10.8151,4.59812e-09,10.8088,7.48414,80.8944,4.55204e-09,11.8267,6.77144,80.0837
2850000000,4.61547e-09,10.8578,4.61223e-09,10.8515,7.61106,82.5916,4.56444e-09,11.9048,6.86581,81.7359
2900000000,4.62993e-09,10.8968,4.62668e-09,10.8905,7.74104,84.3039,4.57714e-09,11.9789,6.96233,83.4012
2950000000,4.64474e-09,10.9322,4.64149e-09,10.926,7.87409,86.0319,4.59014e-09,12.0493,7.06102,85.0801
3000000000,4.65992e-09,10.9641,4.65667e-09,10.9579,8.01027,87.7761,4.60345e-09,12.1159,7.1619,86.773
3050000000,4.67546e-09,10.9927,4.67221e-09,10.9866,8.14964,89.5369,4.61707e-09,12.179,7.265,88.4803
3100000000,4.69139e-09,11.0182,4.68813e-09,11.0121,8.29223,91.3148,4.63102e-09,12.2386,7.37033,90.2024
3150000000,4.7077e-09,11.0406,4.70444e-09,11.0345,8.43812,93.1105,4.64529e-09,12.2948,7.47793,91.9397
3200000000,4.72441e-09,11.06,4.72115e-09,11.054,8.58737,94.9244,4.65989e-09,12.3477,7.58783,93.6926
3250000000,4.74154e-09,11.0766,4.73827e-09,11.0706,8.74003,96.7572,4.67483e-09,12.3976,7.70004,95.4617
3300000000,4.75907e-09,11.0904,4.75581e-09,11.0844,8.89619,98.6094,4.69012e-09,12.4443,7.81461,97.2474
3350000000,4.77704e-09,11.1015,4.77377e-09,11.0957,9.05594,100.482,4.70577e-09,12.4881,7.93157,99.0502
3400000000,4.79545e-09,11.1102,4.79218e-09,11.1043,9.21934,102.374,4.72178e-09,12.529,8.05095,100.871
3450000000,4.81431e-09,11.1163,4.81103e-09,11.1105,9.38651,104.289,4.73816e-09,12.5672,8.17279,102.709
3500000000,4.83363e-09,11.12,4.83035e-09,11.1142,9.55755,106.225,4.75492e-09,12.6027,8.29715,104.566
3550000000,4.85342e-09,11.1214,4.85014e-09,11.1157,9.73254,108.184,4.77207e-09,12.6355,8.42405,106.442
3600000000,4.87369e-09,11.1205,4.87041e-09,11.1148,9.91163,110.166,4.78961e-09,12.6659,8.55355,108.338
3650000000,4.89447e-09,11.1174,4.89118e-09,11.1118,10.0949,112.172,4.80756e-09,12.6938,8.68572,110.255
3700000000,4.91575e-09,11.1121,4.91246e-09,11.1065,10.2826,114.204,4.82593e-09,12.7194,8.82058,112.192
3750000000,4.93756e-09,11.1047,4.93427e-09,11.0992,10.4747,116.261,4.84472e-09,12.7426,8.95822,114.151
3800000000,4.95991e-09,11.0952,4.95661e-09,11.0898,10.6715,118.344,4.86395e-09,12.7636,9.0987,116.132
3850000000,4.9828e-09,11.0837,4.9795e-09,11.0783,10.8731,120.455,4.88362e-09,12.7824,9.2421,118.136
3900000000,5.00627e-09,11.0702,5.00296e-09,11.0649,11.0796,122.595,4.90376e-09,12.7991,9.38847,120.164
3950000000,5.03031e-09,11.0547,5.027e-09,11.0494,11.2914,124.763,4.92436e-09,12.8137,9.53791,122.216
4000000000,5.05495e-09,11.0372,5.05163e-09,11.032,11.5085,126.961,4.94544e-09,12.8262,9.6905,124.292
4050000000,5.0802e-09,11.0178,5.07688e-09,11.0127,11.7311,129.191,4.96701e-09,12.8367,9.84635,126.395
4100000000,5.10608e-09,10.9965,5.10275e-09,10.9914,11.9596,131.452,4.98909e-09,12.8453,10.0055,128.524
4150000000,5.1326e-09,10.9732,5.12927e-09,10.9682,12.1941,133.747,5.01168e-09,12.8519,10.1682,130.681
4200000000,5.15979e-09,10.948,5.15645e-09,10.9431,12.4348,136.076,5.03481e-09,12.8566,10.3344,132.865
4250000000,5.18765e-09,10.9209,5.18431e-09,10.9161,12.6822,138.44,5.05848e-09,12.8594,10.5043,135.079
4300000000,5.21622e-09,10.892,5.21288e-09,10.8872,12.9363,140.84,5.0827e-09,12.8603,10.6781,137.323
4350000000,5.2455e-09,10.8611,5.24216e-09,10.8564,13.1976,143.278,5.10751e-09,12.8593,10.8558,139.598
4400000000,5.27553e-09,10.8283,5.27217e-09,10.8236,13.4663,145.755,5.1329e-09,12.8564,11.0376,141.904
4450000000,5.30631e-09,10.7936,5.30295e-09,10.789,13.7428,148.271,5.15889e-09,12.8516,11.2238,144.244
4500000000,5.33787e-09,10.757,5.33451e-09,10.7524,14.0275,150.83,5.18551e-09,12.845,11.4143,146.617
4550000000,5.37024e-09,10.7185,5.36687e-09,10.714,14.3206,153.431,5.21276e-09,12.8365,11.6095,149.025
4600000000,5.40343e-09,10.678,5.40005e-09,10.6736,14.6226,156.076,5.24067e-09,12.826,11.8095,151.469
4650000000,5.43748e-09,10.6356,5.43409e-09,10.6313,14.9339,158.767,5.26925e-09,12.8137,12.0145,153.951
4700000000,5.47239e-09,10.5913,5.469e-09,10.587,15.255,161.505,5.29852e-09,12.7994,12.2248,156.47
4750000000,5.50821e-09,10.545,5.50482e-09,10.5409,15.5862,164.292,5.3285e-09,12.7832,12.4405,159.03
4800000000,5.54496e-09,10.4968,5.54155e-09,10.4927,15.9282,167.129,5.35921e-09,12.765,12.662,161.63
4850000000,5.58266e-09,10.4466,5.57925e-09,10.4426,16.2813,170.019,5.39067e-09,12.7447,12.8894,164.272
4900000000,5.62134e-09,10.3944,5.61793e-09,10.3905,16.6462,172.963,5.4229e-09,12.7225,13.1231,166.958
4950000000,5.66105e-09,10.3403,5.65762e-09,10.3364,17.0235,175.962,5.45593e-09,12.6981,13.3633,169.689
5000000000,5.70179e-09,10.2842,5.69836e-09,10.2804,17.4137,179.019,5.48978e-09,12.6717,13.6103,172.466
5050000000,5.74362e-09,10.2261,5.74019e-09,10.2223,17.8175,182.137,5.52447e-09,12.6431,13.8646,175.292
5100000000,5.78656e-09,10.166,5.78312e-09,10.1623,18.2355,185.316,5.56002e-09,12.6124,14.1263,178.167
5150000000,5.83066e-09,10.1039,5.8272e-09,10.1003,18.6686,188.559,5.59646e-09,12.5795,14.3959,181.093
5200000000,5.87593e-09,10.0398,5.87247e-09,10.0363,19.1174,191.869,5.63383e-09,12.5442,14.6738,184.072
5250000000,5.92244e-09,9.97376,5.91897e-09,9.97036,19.5828,195.248,5.67214e-09,12.5067,14.9604,187.105
5300000000,5.97021e-09,9.90572,5.96674e-09,9.90241,20.0656,198.698,5.71143e-09,12.4669,15.256,190.196
5350000000,6.0193e-09,9.8357,6.01581e-09,9.83246,20.5668,202.222,5.75172e-09,12.4248,15.5612,193.344
5400000000,6.06974e-09,9.76371,6.06624e-09,9.76056,21.0872,205.823,5.79305e-09,12.3802,15.8765,196.554
5450000000,6.12158e-09,9.68977,6.11808e-09,9.68669,21.628,209.503,5.83545e-09,12.3331,16.2023,199.826
5500000000,6.17487e-09,9.61389,6.17136e-09,9.61089,22.1901,213.267,5.87896e-09,12.2836,16.5393,203.162
5550000000,6.22967e-09,9.53605,6.22615e-09,9.53313,22.7749,217.116,5.9236e-09,12.2316,16.8879,206.566
5600000000,6.28602e-09,9.45631,6.28249e-09,9.45347,23.3834,221.055,5.96943e-09,12.1771,17.2488,210.039
5650000000,6.34399e-09,9.37464,6.34045e-09,9.37188,24.0172,225.086,6.01647e-09,12.1199,17.6226,213.585
5700000000,6.40364e-09,9.29111,6.40009e-09,9.28842,24.6774,229.214,6.06476e-09,12.0602,18.0101,217.204
5750000000,6.46502e-09,9.2057,6.46146e-09,9.20309,25.3656,233.442,6.11436e-09,11.9978,18.4119,220.901
5800000000,6.52821e-09,9.11844,6.52464e-09,9.11591,26.0834,237.774,6.1653e-09,11.9327,18.8288,224.679
5850000000,6.59327e-09,9.02938,6.58969e-09,9.02692,26.8325,242.215,6.21763e-09,11.865,19.2616,228.539
5900000000,6.66029e-09,8.93849,6.65669e-09,8.93611,27.6148,246.769,6.27139e-09,11.7946,19.7112,232.486
5950000000,6.72933e-09,8.84587,6.72572e-09,8.84357,28.432,251.441,6.32665e-09,11.7214,20.1786,236.522
6000000000,6.80047e-09,8.75149,6.79685e-09,8.74926,29.2865,256.235,6.38345e-09,11.6456,20.6646,240.651
6050000000,6.87381e-09,8.65539,6.87018e-09,8.65323,30.1804,261.158,6.44186e-09,11.5669,21.1703,244.876
6100000000,6.94944e-09,8.55762,6.9458e-09,8.55554,31.116,266.215,6.50192e-09,11.4856,21.6969,249.202
6150000000,7.02746e-09,8.45822,7.0238e-09,8.45621,32.096,271.411,6.5637e-09,11.4015,22.2455,253.632
6200000000,7.10796e-09,8.3572,7.10429e-09,8.35526,33.1232,276.753,6.62727e-09,11.3146,22.8174,258.17
6250000000,7.19106e-09,8.25458,7.18737e-09,8.25271,34.2006,282.247,6.69269e-09,11.225,23.4139,262.821
6300000000,7.27686e-09,8.15043,7.27316e-09,8.14863,35.3313,287.901,6.76004e-09,11.1327,24.0365,267.59
6350000000,7.36551e-09,8.04477,7.36179e-09,8.04304,36.5188,293.722,6.82939e-09,11.0376,24.6865,272.481
6400000000,7.45711e-09,7.93763,7.45338e-09,7.93597,37.7671,299.718,6.90083e-09,10.9399,25.3658,277.499
6450000000,7.55182e-09,7.82908,7.54807e-09,7.82749,39.0799,305.897,6.97444e-09,10.8394,26.0761,282.65
6500000000,7.64977e-09,7.7191,7.646e-09,7.71757,40.462,312.268,7.05031e-09,10.7364,26.8191,287.94
6550000000,7.75113e-09,7.6078,7.74735e-09,7.60633,41.9178,318.841,7.12853e-09,10.6307,27.597,293.374
6600000000,7.85606e-09,7.49514,7.85226e-09,7.49373,43.453,325.625,7.20921e-09,10.5223,28.4118,298.959
6650000000,7.96474e-09,7.38122,7.96091e-09,7.37988,45.0729,332.632,7.29245e-09,10.4114,29.266,304.702
6700000000,8.07736e-09,7.26604,8.07351e-09,7.26476,46.7838,339.873,7.37836e-09,10.2981,30.1619,310.609
6750000000,8.19411e-09,7.14967,8.19025e-09,7.14845,48.5925,347.361,7.46706e-09,10.1822,31.1024,316.689
6800000000,8.31522e-09,7.03211,8.31134e-09,7.03095,50.5064,355.107,7.55869e-09,10.0638,32.0902,322.95
6850000000,8.44092e-09,6.91343,8.43701e-09,6.91232,52.5334,363.128,7.65337e-09,9.94312,33.1284,329.4
6900000000,8.57146e-09,6.79366,8.56753e-09,6.79261,54.6824,371.436,7.75125e-09,9.82005,34.2205,336.047
6950000000,8.70709e-09,6.67282,8.70314e-09,6.67182,56.9634,380.05,7.85248e-09,9.69468,35.3702,342.903
7000000000,8.84812e-09,6.55096,8.84414e-09,6.55001,59.387,388.985,7.95722e-09,9.56708,36.5814,349.977
7050000000,8.99483e-09,6.42813,8.99083e-09,6.42724,61.9647,398.262,8.06566e-09,9.43731,37.8583,357.28
7100000000,9.14757e-09,6.30433,9.14354e-09,6.3035,64.7099,407.899,8.17796e-09,9.30538,39.2057,364.824
7150000000,9.30669e-09,6.17964,9.30263e-09,6.17885,67.6369,417.918,8.29434e-09,9.1714,40.6286,372.621
7200000000,9.47257e-09,6.05406,9.46847e-09,6.05332,70.7618,428.344,8.41501e-09,9.0354,42.1327,380.686
7250000000,9.64561e-09,5.92764,9.64149e-09,5.92695,74.1022,439.2,8.54018e-09,8.89746,43.7239,389.032
7300000000,9.82628e-09,5.8004,9.82212e-09,5.79975,77.6781,450.514,8.67011e-09,8.75763,45.4089,397.674
7350000000,1.00151e-08,5.6724,1.00109e-08,5.6718,81.5113,462.316,8.80505e-09,8.61597,47.1949,406.63
7400000000,1.02124e-08,5.54363,1.02082e-08,5.54307,85.6271,474.637,8.9453e-09,8.47252,49.0901,415.917
7450000000,1.0419e-08,5.41416,1.04148e-08,5.41364,90.0525,487.512,9.09114e-09,8.32738,51.1029,425.554
7500000000,1.06354e-08,5.284,1.06311e-08,5.28353,94.819,500.979,9.24291e-09,8.18059,53.2433,435.562
7550000000,1.08622e-08,5.15319,1.08579e-08,5.15275,99.9617,515.078,9.40096e-09,8.03221,55.5218,445.963
7600000000,1.11003e-08,5.02174,1.10959e-08,5.02134,105.52,529.853,9.56566e-09,7.88231,57.9502,456.782
7650000000,1.13503e-08,4.88969,1.13459e-08,4.88933,111.54,545.354,9.73744e-09,7.73093,60.5417,468.043
7700000000,1.16131e-08,4.75708,1.16086e-08,4.75676,118.07,561.632,9.91673e-09,7.57815,63.3105,479.776
7750000000,1.18897e-08,4.62392,1.18852e-08,4.62363,125.171,578.746,1.0104e-08,7.424,66.2731,492.012
7800000000,1.21811e-08,4.49024,1.21765e-08,4.48999,132.909,596.758,1.02998e-08,7.26855,69.4474,504.782
7850000000,1.24884e-08,4.35607,1.24837e-08,4.35585,141.358,615.736,1.05047e-08,7.11186,72.8535,518.124
7900000000,1.28128e-08,4.22142,1.28081e-08,4.22123,150.609,635.755,1.07193e-08,6.95397,76.5141,532.077
7950000000,1.31555e-08,4.08633,1.31508e-08,4.08617,160.761,656.898,1.09443e-08,6.79493,80.4546,546.683
8000000000,1.35181e-08,3.95081,1.35133e-08,3.95068,171.933,679.252,1.11805e-08,6.63479,84.7038,561.991
8050000000,1.39021e-08,3.81489,1.38972e-08,3.81478,184.261,702.916,1.14285e-08,6.47359,89.2938,578.052
8100000000,1.43092e-08,3.6786,1.43042e-08,3.67852,197.904,727.995,1.16895e-08,6.3114,94.2613,594.921
8150000000,1.47411e-08,3.54193,1.4736e-08,3.54188,213.051,754.603,1.19642e-08,6.14823,99.6486,612.663
8200000000,1.51999e-08,3.40493,1.51947e-08,3.4049,229.922,782.863,1.22538e-08,5.98414,105.503,631.344
8250000000,1.56875e-08,3.26761,1.56823e-08,3.26761,248.778,812.91,1.25596e-08,5.81917,111.879,651.041
8300000000,1.62062e-08,3.12999,1.62009e-08,3.13001,269.929,844.882,1.28827e-08,5.65334,118.839,671.837
8350000000,1.67582e-08,2.99209,1.67527e-08,2.99213,293.746,878.926,1.32246e-08,5.48671,126.456,693.826
8400000000,1.73457e-08,2.85393,1.73402e-08,2.85399,320.672,915.192,1.35871e-08,5.31929,134.813,717.109
8450000000,1.79709e-08,2.71552,1.79652e-08,2.71559,351.241,953.827,1.39718e-08,5.15111,144.008,741.801
8500000000,1.86356e-08,2.57687,1.86299e-08,2.57697,386.1,994.967,1.43807e-08,4.98223,154.154,768.029
8550000000,1.93412e-08,2.43802,1.93354e-08,2.43813,426.032,1038.72,1.4816e-08,4.81265,165.384,795.936
8600000000,2.00882e-08,2.29898,2.00823e-08,2.2991,471.992,1085.16,1.52803e-08,4.64241,177.856,825.679
8650000000,2.08756e-08,2.15975,2.08695e-08,2.15988,525.145,1134.25,1.57763e-08,4.47153,191.755,857.436
8700000000,2.16998e-08,2.02036,2.16937e-08,2.02051,586.911,1185.86,1.63071e-08,4.30004,207.302,891.405
8750000000,2.25537e-08,1.88082,2.25476e-08,1.88098,659.028,1239.62,1.6876e-08,4.12794,224.763,927.808
8800000000,2.34243e-08,1.74115,2.34182e-08,1.74131,743.599,1294.84,1.7487e-08,3.95529,244.456,966.894
8850000000,2.42899e-08,1.60136,2.42838e-08,1.60153,843.149,1350.33,1.81444e-08,3.78208,266.768,1008.94
8900000000,2.51155e-08,1.46147,2.51095e-08,1.46165,960.652,1404.13,1.88528e-08,3.60835,292.17,1054.25
8950000000,2.58467e-08,1.32149,2.5841e-08,1.32167,1099.48,1453.16,1.96175e-08,3.43411,321.242,1103.18
9000000000,2.64012e-08,1.18143,2.6396e-08,1.18162,1263.23,1492.66,2.04442e-08,3.25938,354.697,1156.09
9050000000,2.66583e-08,1.04132,2.66539e-08,1.04151,1455.2,1515.61,2.1339e-08,3.08418,393.426,1213.4
9100000000,2.64473e-08,0.901167,2.6444e-08,0.901357,1677.46,1511.99,2.23083e-08,2.90852,438.547,1275.52
9150000000,2.55419e-08,0.760979,2.55401e-08,0.761169,1929.05,1468.33,2.33585e-08,2.73243,491.47,1342.91
9200000000,2.36685e-08,0.620775,2.36688e-08,0.620963,2203.32,1368.18,2.44953e-08,2.55592,553.991,1415.96
9250000000,2.05502e-08,0.480568,2.05529e-08,0.480753,2484.69,1194.52,2.57227e-08,2.37901,628.407,1494.99
9300000000,1.60006e-08,0.340374,1.60057e-08,0.340554,2746.32,935.27,2.70415e-08,2.20173,717.68,1580.13
9350000000,1.00616e-08,0.200206,1.00689e-08,0.200381,2951.99,591.523,2.8446e-08,2.02408,825.629,1671.14
9400000000,3.11799e-09,0.0600788,3.1264e-09,0.0602467,3064.92,184.651,2.99186e-08,1.84609,957.187,1767.05
9450000000,-4.12521e-09,-0.079993,-4.11683e-09,-0.0798336,3061.88,-244.441,3.14216e-08,1.66778,1118.67,1865.69
9500000000,-1.08513e-08,-0.219995,-1.0844e-08,-0.219846,2944.26,-647.284,3.28822e-08,1.48916,1318.02,1962.75
9550000000,-1.64176e-08,-0.359913,-1.6412e-08,-0.359775,2737.25,-984.795,3.41692e-08,1.31027,1564.79,2050.3
9600000000,-2.05275e-08,-0.499733,-2.05238e-08,-0.499607,2477.88,-1237.97,3.5057e-08,1.13112,1869.46,2114.59
9650000000,-2.32129e-08,-0.639438,-2.32108e-08,-0.639327,2201.27,-1407.33,3.51781e-08,0.951737,2241.11,2132.94
9700000000,-2.47028e-08,-0.779016,-2.47019e-08,-0.77892,1932.81,-1505.51,3.39753e-08,0.772143,2681.74,2070.69
9750000000,-2.52894e-08,-0.918448,-2.52894e-08,-0.918369,1686.97,-1549.26,3.07057e-08,0.592364,3175.52,1881.06
9800000000,-2.52447e-08,-1.05772,-2.52453e-08,-1.05766,1469.74,-1554.48,2.46068e-08,0.412428,3673.78,1515.17
9850000000,-2.47863e-08,-1.19682,-2.47872e-08,-1.19678,1281.83,-1534.07,1.53429e-08,0.232361,4086.59,949.563
9900000000,-2.40741e-08,-1.33573,-2.40753e-08,-1.33571,1121.18,-1497.57,3.61111e-09,0.0521926,4303.74,224.624
9950000000,-2.32195e-08,-1.47443,-2.32209e-08,-1.47443,984.591,-1451.72,-8.71216e-09,-0.128047,4253.63,-544.664
1e+10,-2.22968e-08,-1.61291,-2.22982e-08,-1.61294,868.625,-1401.04,-1.94076e-08,-0.308326,3954.95,-1219.41
1.005e+10,-2.13541e-08,-1.75115,-2.13556e-08,-1.7512,770.053,-1348.52,-2.70982e-08,-0.488612,3502.05,-1711.15
1.01e+10,-2.04217e-08,-1.88914,-2.04232e-08,-1.88922,686.031,-1296.06,-3.16406e-08,-0.668872,3001.95,-2007.92
1.015e+10,-1.95179e-08,-2.02685,-1.95194e-08,-2.02696,614.14,-1244.83,-3.36646e-08,-0.849069,2528.58,-2146.94
1.02e+10,-1.86528e-08,-2.16428,-1.86544e-08,-2.16441,552.357,-1195.53,-3.39827e-08,-1.02917,2116.17,-2177.9
1.025e+10,-1.78318e-08,-2.3014,-1.78333e-08,-2.30156,499.014,-1148.51,-3.32737e-08,-1.20913,1772.27,-2142.91
1.03e+10,-1.70567e-08,-2.4382,-1.70583e-08,-2.43839,452.739,-1103.96,-3.20094e-08,-1.38892,1491.47,-2071.54
1.035e+10,-1.63275e-08,-2.57465,-1.6329e-08,-2.57488,412.404,-1061.89,-3.04865e-08,-1.5685,1263.99,-1982.57
1.04e+10,-1.56427e-08,-2.71075,-1.56442e-08,-2.71101,377.082,-1022.27,-2.88804e-08,-1.74783,1079.74,-1887.19
1.045e+10,-1.50003e-08,-2.84647,-1.50019e-08,-2.84677,346.011,-985.014,-2.72889e-08,-1.92686,929.892,-1791.77
1.05e+10,-1.4398e-08,-2.98181,-1.43996e-08,-2.98215,318.56,-949.992,-2.57638e-08,-2.10555,807.26,-1699.73
1.055e+10,-1.38332e-08,-3.11673,-1.38348e-08,-3.11711,294.207,-917.074,-2.43296e-08,-2.28387,706.15,-1612.75
1.06e+10,-1.33032e-08,-3.25122,-1.33048e-08,-3.25164,272.517,-886.126,-2.29953e-08,-2.46176,622.126,-1531.53
1.065e+10,-1.28057e-08,-3.38526,-1.28073e-08,-3.38572,253.125,-857.012,-2.17613e-08,-2.63919,551.75,-1456.17
1.07e+10,-1.23381e-08,-3.51883,-1.23397e-08,-3.51934,235.727,-829.602,-2.06235e-08,-2.81611,492.351,-1386.52
1.075e+10,-1.18983e-08,-3.65193,-1.19e-08,-3.65248,220.063,-803.775,-1.95756e-08,-2.99248,441.848,-1322.22
1.08e+10,-1.14842e-08,-3.78452,-1.14859e-08,-3.78512,205.915,-779.414,-1.86107e-08,-3.16825,398.609,-1262.89
1.085e+10,-1.10939e-08,-3.91659,-1.10955e-08,-3.91723,193.099,-756.412,-1.77214e-08,-3.34338,361.346,-1208.12
